Sakura Park,Maple Woods Park,176st Street Community Garden,First Street Garden,Broad Channel Park,Inwood Park (Sitting Area)
South Shore Country Club Park,La Tourette Park R-13,Latourette Park/S.I. Hist Soc,La Tourette Park,LaTourette Park & Golf Course,Douglaston Park Golf Course
Red Shed Garden,Martins Field Playground,Martins Field Playground Addit,Hart To Hart,Red Hook Park,Addition To Socrates Park
Student Farm Project,Jardin De La Familia,Good Shepherds Garden,5th St Slope Garden,Jerome Gardens,Greenbelt Native Plant Center
Madison Belvedere,Mandarin Plaza,Saratoga,America,Bridge Tower Place,Madison Green
Tribeca Tower,Dumont Plaza,La Premiere,Oxford,Belmont,St. James Tower
Wimbledon,"200 EAST 90 STREET, New York, NY 10128","450 PARK AVENUE, New York, NY 10022",Plaza 400,"220 EAST 72 STREET, New York, NY 10021",Adams Tower
Franklin Memorial Garden,Franklin Memoral Garden,Mt Hope Garden,Harvard Playground,Cypress Hills Change Garden,Crosson Greeen Park
The Claremont Community School,Success Garden,PS 232 &Playground (Jop),PS 5,Marine Park/Jhs 278-K,E N Y Vocational HS Plgd
St Marks Block Assoc Garden,Demera/Santiago Garden,400 Montauk Av Block Assn,Elton St Block Assoc Garden,River Garden,River Place
PS 370 Playground (Jop),Jhs 68 And Playground (Jop),PS 5,Marine Park/Jhs 278-K,E N Y Vocational HS Plgd,The Claremont Community School
Mafera Park,Epiphany Park,Peters Field,Manh Br Anchor/Coleman Sq Plgd,Bicentennial Veterans Memorial Park,Throgs Neck Park
"201 EAST 42 STREET, New York, NY 10017",Verizon Building,"51 ASTOR PLACE, New York, NY 10003",Corniche,"130 WILLIAM STREET, New York, NY 10038",Symphony House
"330 WEST 56 STREET, New York, NY 10019","10 WEST 66 STREET, New York, NY 10023",Fontaine,Architects and Designers,Stanford,Colonnade
Brook Park,Leave It Better Kids' Garden,Leave it Better Kids' Garden,El Flamboyan Garden,E. 43 St. Block Assoc. Garden,Madison Street Block Association
Harold Ickes Playground,Juniper Valley Park,Memorial Field Of Flushing,Flushing Fields,St. Vartan Park,St Vartan Park
Pleasant Village Community Pk,Diamante Garden,Peaceful Valley Garden,W. 111th St. Harlem Garden,Corona Mac Park,Latinos Unidos Garden
Recreational Area,Recreational Area,Carmine Recreation Center,Kosciusko Pool,Mariners Harbor Playground,Tottenville Pool
Fort Independence Park,Col. Young Playground,Irving Square Park,Robert E. Venable Park,Robert Venable Playground,Juniper Valley Park
Marcy Green North Park,Lowry Triangle,Cobble Hill Park,Richard Tucker Park,John Andrews Playground,Steeplechase Park
Leif Ericson Playground,Leif Ericson Park & Square,Castle Hill Houses Playground,Alexander Hamilton Square.Park,Van Voorhees Park,Glendale Playground
Fd Roosevelt Broadwalk & Beach,Ponderosa Garden,Orchard Alley Garden,Human Compass Garden,Name,Clifton Pl Memorial Park and Garden
Claridge House,Connaught Tower,Westvaco,New York Tower,"345 PARK AVENUE, New York, NY 10154",Tower 49
Playground,Schmul Park,Cuyler Gore Garden,Cuyler Gore Park,Frank Frontera Park,Dugan Playground
The Creative Little Garden,Risse Street Park,Abingdon Square.Park,Castle Hill Park,Springfield Park,A Better Community Garden
Corona Golf Playground,P.S. 186 Day Treatment Program,El Jardin De Paraiso Park,El Jardin Del Paraiso Park,Pirates Cove Garden,Jerome Playground South
Carlton Park,"985 FIFTH AVENUE, New York, NY 10075",East Winds,Marlborough,Mill Rock Plaza,"220 EAST 72 STREET, New York, NY 10021"
St. Nicholas - Olive St. Garden,Paerdegat Basin Park,Castle Hill Park,Heisser Square Park,CS 134 Community Improvement Garden,Cs 134 Comm Improvement Garden
Diamante Garden,Pleasant Village Community Garden,Pleasant Village Community Pk,Walt L Shemal Garden,W. 111th St. Harlem Garden,Latinos Unidos Garden
Pier 83- Circle Line,176th Street Community Garden,Ralph Demarco Park,East River Esplanade,Pier 6,Highbridge Park
Hillside Dog Park,Corlears Hook Park,Tribeca Dog Run,Mount Prospect Park,Andrew Haswell Green Park,Peter Detmold Park
Newtown Playground,Parks Park Addition Northern,Seward Park,William H. Seward Park,Lawrence Virgilio Playground,Starlight Park Addition
El Gallo Garden,Carter G. Woodson Children's Park,PS 125 Playground,Isabahlia Community Garden,United Block Association Garden,Samuel N. Bennerson 2nd Playground
Libertad Urban Farm,Red Gate Garden,Union Square Park,Latham Park,Jerome Gardens,Green Gems Garden\
Astoria Park,Roberto Clemente,Thomas Jefferson Park,Recreational Area,Commodore Barry Park,Marconi Park
Liz Christy Garden,Kenkeleba House Garden,La Plaza Cultural Garden,La Plaza Cultural,El Sol Brilliante Jr,Jefferson Market Garden
Townsend Garden,Sumpter Community Garden,Sound View Park,Detective Joseph Mayrose Park,Jerome Park,Harlem Valley Garden
St. James Park,James A Young Memorial Park,St. Mary's Park,Thomas Greene Playground,Public Place,Dreier Offerman Park
Frank White Memorial Garden,100 Quincy Street Community Garden,Corona Mac Park,Hattie Carthan Garden,Hattie Carthan Community Garden,Hattie Carthan Herb Farm
Thomas Greene Playground,Cuyler Gore Garden,Cuyler Gore Park,St. James Park,James A Young Memorial Park,Dugan Playground
West Farms Rapids,Park Strip,Randall's Island Park Addition,Randall's Island Park,Randalls Island Park,Liggett Terrace
700 Decatur St Bl Assoc Garden,Miracle Garden,Children's Miracle Garden,River Garden,Frank White Memorial Garden,Bronx Communication Office
"489 FIFTH AVENUE, New York, NY 10017","885 THIRD AVENUE, New York, NY 10022",New York Palace Hotel,Saks Tower,Olympic Tower,"825 THIRD AVENUE, New York, NY 10022"
Detective Joseph Mayrose Park,Vernon New Harvest Garden,Sumpter Community Garden,Sound View Park,Genesis Park Community Garden,Lincoln Rd Block Association
"777 THIRD AVENUE, New York, NY 10017",L'Ecole,"45 EAST 89 STREET, New York, NY 10128",Delegate,Windsor,Carlton Regency
Mary O'Connor Playground,Livonia Park,Ahearn Park,Jackson-Forest Community Garden,B.C.C.A. Mini-park and Garden,Good Shepherds Garden
Woodland Memorial Park,Bicentennial Veterans Park Add,Woodland Memorial Park,Bicentennial Veterans Memorial Park,Quarry Road Ballfields Park,Noble Playground
Christopher J. Igneri Playground,Grover Cleveland Playground,Junction Playground,James J Walker Park,DiGilio Playground,Frank D. O'Connor Playground
"767 THIRD AVENUE, New York, NY 10017","200 WATER STREET, New York, NY 10038",500 Park Tower,Financial Square,Two Grand Central Tower,Goldman Sachs
Edgemere Coalition,Maple Woods Park,176st Street Community Garden,117th St Community Garden,Doscher St Block Assoc Garden,First Street Garden
Freshkills Park,Freshkills Park,Highland Park,Long Pond Park,Long Pond Park Addition,Alley Pond Park Addition
Vinmont Veteran Park,John Andrews Playground,Vesuvio Playground,Cobble Hill Park,Jennifer's Playground,Nelson Ave Playground Addition
Kosciusko Street Park,Vinegar Hill Community Garden,Sunflower Garden,Martin Luther King Memorial Pk,East End Community Garden,Dias Y Flores
"747 THIRD AVENUE, New York, NY 10017",Tower 49,"780 THIRD AVENUE, New York, NY 10017",Fifth Avenue Tower,HarperCollins,New York Palace Hotel
Wagner Houses.Pool,Tottenville Pool,Carmine Recreation Center,Roy Wilkins-Southern Qns Park,Roy Wilkins Southern Qns.Park,Roy Wilkins-Southern Qns. Park
Broad Channel Park,Spargo Park,Harvard Playground,Maple Woods Park,176st Street Community Garden,Crosson Greeen Park
"33 BEEKMAN STREET, New York, NY 10038","425 FIFTH AVENUE, New York, NY 10016","205 EAST 92 STREET, New York, NY 10128","43 PARK PLACE, New York, NY 10007","585 EIGHTH AVENUE, New York, NY 10018",Two Gold
Atkins Gardeners,Moffat Garden,General Hart Playground,Howard Av Block Association,Dias Y Flores Garden,Goodhue Park
MacDonald Park,Lowry Triangle,Beach Street Park/Tribeca Park,Richard Tucker Park,James Madison Plaza,I.L. Peretz Square Park
Davidson Ave. Community Gardeners Group,Joseph T Mcguire Park,Mill Pond Park,Elmhurst/Veterans Grove Park,Sara D Roosevelt Park,Sara D. Roosevelt Park
Landscaped Area To Be New Park,Surfside Garden,Change Garden,Havemeyer Garden,Carolina Garden,Lost Battalion Hall Recreation Center
Rev. Linnette C Williamson Memorial Park,W 104th Street Garden,Victory Garden's Group,Daly Ave Garden,Mcdonald Square Park,138th St. Community Garden
Charlton Garden,Sitting Area (Park),Peachtree Garden,Wood Park,Railroad Park,Butterfly Gardens
Randall's Island Park,Randalls Island Park,Brisas Del Caribe,Liggett Terrace,Brownsville Green,West Farms Rapids
Community Park,Padre Plaza,Padre Plaza Garden,La Isla Garden,Leave It Better Kids' Garden,Leave it Better Kids' Garden
Summit St Community Garden,Sara D. Roosevelt Parkway Plgd,Sara D Roosevelt Park,Sara D. Roosevelt Park,Joseph T Mcguire Park,Ingersoll Houses
Vinegar Hill Community Garden,Dias Y Flores,Kosciusko Street Park,East End Community Garden,W 104th Street Garden,Mcdonald Square Park
One Worldwide Plaza,One Penn Plaza,Salomon Smith Barney,Sheffield,General Motors Building,Grand Central Plaza
Hattie Carthan Community Garden,100 Quincy Street Community Garden,Frank White Memorial Garden,A. Badillo Community Rose Garden and Park,Community Garden,George Washington Carver Botanical Garden
Carl Schurz Park,Riverdale Park Addition,Riverdale Park,Crocheron Park,East River,Shore Park and Parkway
PS 125 Playground,Fishbridge Garden,Carter G. Woodson Children's Park,United Block Association Garden,Isabahlia Community Garden,Taylor-Soundview Block Assoc. Garden
Rainbow Garden,Madison Community Greenthumb,Kennedy Playground,Gardens Of Union,Will Washington Memorial Gdn,Martin Luther King Memorial Pk
Bronx Park Addition,E N Y Vocational HS Plgd,PS 5,Success Garden,PS 232 &Playground (Jop),Marine Park/Jhs 278-K
Walt L Shemal Garden,Diamante Garden,West 111th St. People's Garden,Latinos Unidos Garden,Imani II Garden,Mobilization For Change
Grand Avenue Playground,Waterfront Garden,Tilden Playground,Osborn Playground,Mae Grant Playground,Wood Park
"280 PARK AVENUE, New York, NY 10017","437 MADISON AVENUE, New York, NY 10022",New York Merchandise Mart,Park Avenue Tower,"108 FIFTH AVENUE, New York, NY 10011","50 WEST STREET, New York, NY 10006"
Sugar Hill Garden,Harris Garden,El Sol Brilliante Jr,La Plaza Cultural Garden,La Plaza Cultural,Patchen Community Square Garden
Alfred E. Smith Playground,Vinmont Veteran Park,Cobble Hill Park,Duane Street Park,Lowry Triangle,John Andrews Playground
Good Shepherds Garden,Greenbelt Native Plant Center,Jardin De La Familia,Livonia Park,Soundview Park,Student Farm Project
Norelli Hargreaves Plgd,Bayview Terrace Park   R-137,Bayview Terrace Park  R-137,Bayview Terrace Park,El Jardin Del Paraiso Park,Pirates Cove Garden
President Street Garden,East End Community Garden,W 104th Street Garden,Southpoint,Sunset Park,Vinegar Hill Community Garden
Holy Cow Playground/P.S. 179,Osborn Playground,Elmhurst/Veterans Grove Park,Tudor Park,Joseph P Addabbo Memorial Park,Nelson Avenue Waterfront Park
Morningside Park,Railroad Park,Rose Hill Park,Valentino Pier,Bridge Park,Washington Bridge Park
Washington Square Park,Crotona Park,Rockaway Community Park,Madison Square Park,Riverside Park,Montefiore Square Park
Asser Levy Park Expansion,Carmine Recreation Center,Tottenville Pool,Kosciusko Pool,Wagner Houses.Pool,Wagner Houses Pool
"1850 SECOND AVENUE, New York, NY 10128",New Yorker East,Dunhill,New York Palace Hotel,"747 THIRD AVENUE, New York, NY 10017",Tower 49
Ingram Wood Park,Park Butter Avenue,Brookfield Park,Arden Heights Woods Park,Crescent Beach Park Addition,Crescent Beach Park
Monarch,Saratoga,Highgate,America,Madison Belvedere,International Plaza
Cunningham Park,Randolph Walker Park,Haffen Park,IS 2 Playground/Midland Field,Astoria Houses Playground,Ravenswood Playground
UNICEF House,Fifth Avenue Tower,"425 LEXINGTON AVENUE, New York, NY 10017","560 LEXINGTON AVENUE, New York, NY 10022",Parc East Tower Apartments,"520 MADISON AVENUE, New York, NY 10022"
"1250 BROADWAY, New York, NY 10001","1700 BROADWAY, New York, NY 10019","1155 SIXTH AVENUE, New York, NY 10036",Symphony House,"1330 SIXTH AVENUE, New York, NY 10019","420 FIFTH AVENUE, New York, NY 10018"
Jackson-Forest Community Garden,Mary O'Connor Playground,Ahearn Park,Union Square Park,Livonia Park,Green Valley Garden
Seward Park,Jennifer's Playground,Newtown Playground,Bronx River Park/Starlight Pk,Starlight Park Addition,Starlight Park
Columbus Park,Frederick B. Judge Playground,Tremont Park,Cough Triangle Park,Peoples Park,Peoples Park Exchange
Culinary Kids Garden,Siempre Verde Garden,Elizabeth Langley Memor Garden,Laguardia Approach Lights Park,Concerned Residents of Montauk Avenue,Prophecy Garden
La Tourette Park & Golfcourse,La Tourette Park & Golf Course,Courtlandt Avenue Association Garden,Courtlandt Avenue Assoc Garden,Lower East Side Ecology Center,"499 PARK AVENUE, New York, NY 10022"
College Point Industrial Park,Hugh J. Grant Circle Park,Human Compass Garden,TLC Sculpture Park.Garden,Samuel N. Bennerson 2nd Playground,Bradhurst Ave Garden
Southern Parkway,La Cuevita Garden,Laguardia Approach Lights Park,Ebenezer Wesleyan Methodist Ch,Shield Of Faith Garden,South Pacific Playground
"Phil ""Scooter"" Rizzuto Park",Bushwick Playground,Mae Grant Playground,Gravesend Park,Gorman Playground,Seabury Park
Playground One Thirty Four CXXXIV,Bryant Hill Garden,Bryan Park,Cherry Tree Park,Jack Breininger Park,Breininger Park
New Vision Garden,Jerome Park,South Brooklyn Children's Garden,Triborough Bridge Approach,Tom Mcdonald Triangle,La Cuevita Garden
Luis R Lopez Park,Lopez Playground,Rivercross Lawn,Frank Frontera Park,Merriam Playground,811 Family and Friends Garden
Leif Ericson Park And Square,Cedar Tree Garden,Jerome Park/Harris Park Annex,Clifton Pl Memorial Pk & Gard,Hart To Hart Garden Extension,Genesis Park Community Garden
Neighbors Of Vega Baja,South Battery,Abyssinian Tot Lot,Laguardia Landing Lights Park,Green Gems Garden\,Clara's Garden
Roy Wilkins Southern Qns.Park,Roy Wilkins-Southern Qns. Park,Roy Wilkins-Southern Qns Park,Wagner Houses.Pool,Wagner Houses Pool,Tottenville Pool
Play Lawn,Harris Park,Calvert Vaux Park Addition,Calvert Vaux Park,Alabama Avenue Playground,Breukelen Ballfields
Evans Tower,Manhattan Place,Rio,Corinthian,International Plaza,Saratoga
Jerry and The Senior Gents,P.S. 53,Brooklyn Bears Carlton Ave Garden,Welcome Home Garden,P.S. 4 Paradise Garden,Lions Pride Playground
Badillo Community Rose Garden,Allied Productions/Le Petit Versailles,Colonels Row,Lincoln Rd Block Association,Floral Vineyard,Jardin De La Familia Garden
Rodney Playground North Park,Martin Luther King Memorial Pk,Shield Of Faith Garden,Concerned Residents of Montauk Avenue,Carter G Woodson Childrens Pk,John Allen Payne Park
Parade Ground,Staten Island Historic House,Blueberry Park,Cyclone Site,Hybrid Oaks Woods Park,Fairmount Playground
Andrew Haswell Green Park,Hillside Dog Park,Corlears Hook Park,Peter Detmold Park,Tribeca Dog Run,Steuben Playground
NYC Aids Memorial Park,Maurice Muller Park,Poe Park,Vietnam Veterans Plaza,Kimlau Square.Park,Collect Pond Pk/Leonold St Fld
Parc East Tower Apartments,Fifth Avenue Tower,UNICEF House,"885 THIRD AVENUE, New York, NY 10022","166 EAST 34 STREET, New York, NY 10016","747 THIRD AVENUE, New York, NY 10017"
Jerome Playground.North,Underwood Park,Greenwood Playground,Abraham Lincoln Playground,Judge Moses Weinstein Playground,Twenty Four Sycamores Park
Clifton Pl Memorial Park and Garden,William B. Washington Memorial Garden,Fishbridge Garden,Shiloh Garden,Human Compass Garden,Amelia Gorman Park
W 87th Street Garden,Java Garden,Vamos Sembrar,Queens Communication Office,Daly Ave Garden,Our Little Green Acre/Garden 8
P.O. Reinaldo Salgado Playground,Field Of Dreams Park,Randolph Walker Park,Glendale Playground,Colucci Playground,Hoyt Playground
Chelsea Park,Harris Park,Calvert Vaux Park Addition,Calvert Vaux Park,Big Bush Playground,Pelham Bay Little League.Park
Corporal Irwin Fischer Park,Bayview Terrace Park,Bayview Terrace Park  R-137,Bayview Terrace Park   R-137,Norelli Hargreaves Plgd,Graniteville Swamp Park
De Colores Cmty Yard & Ctr Gar,De Colores Cmty Yard & Ctr Gar,Demera/Santiago Garden,TRUCE Garden,Truce Garden,Corona Mac Park
Leif Ericson Park,Leif Ericson Park & Square,Castle Hill Houses Playground,Alexander Hamilton Square.Park,Van Voorhees Park,Glendale Playground
Annuniciation Park/Gatehouse,Baruch & Baruch Addition HSes,Goldman Sachs,"40 BROAD STREET, New York, NY 10004","17 STATE STREET, New York, NY 10004",Bowling Green Park
Leif Ericson Drive Park,Halsey Garden,Our Little Green Acre/garden Eight,Preston Community Garden,Blake Hobbs Playground,Lefferts Pl Block Association
Martins Field Playground,Little Green Garden,Little Bay Park,Red Shed Garden,Stanley M. Isaacs Park,Stanley M Isaacs Park
Thomas Boyland Park,Mcdonald Square Park,Sunset Park,Grand Canal Court Park,Alley Park,138th St. Community Garden
Pelham Bay Little League.Park,Chelsea Park,McKinley's Children's Garden,Mckinley's Children's Garden,First Quincy St Block Association,Ramon Aponte Park
Riverdale Park Addition,Carl Schurz Park,Blue Heron Park Preserve,Blue Heron Park,Blue Heron Park  R-119,Blue Heron Park (R119)
Royale,Trump World Tower,"50 LEXINGTON AVENUE, New York, NY 10010",Austen House,Strathmore,"243 LEXINGTON AVENUE, New York, NY 10016"
Evergreen/Siedenburg Park,Andrew Haswell Green Park,Herbert Von King Park,Paerdegat Park,Westerleigh Park,Vidalia Park
East River Park/Marine Co 6,East River Park,Inwood Hill Park,East River,Central Park,Park/Plot
International Plaza,Marmara Manhattan,Saratoga,Manhattan Place,Madison Green,Rio
Graniteville Swamp Park,El Jardin Del Paraiso Park,Pirates Cove Garden,El Jardin De Paraiso Park,Joe Holzka Community Garden,Norelli Hargreaves Plgd
Schomberg Academy Garden,Jerome Park,Sumpter Community Garden,Vernon New Harvest Garden,Gardens Of Union,Motor Parkway
Crocheron Park,Washington Bridge Park,Bridge Park,Henry Hudson Park,Henry Hudson/Pauls Park,Spuyten Duyvil Park
Locust Manor Civic Association,Prophecy Garden,Garden Of Love,Big Red Garden,East End Community Garden,Madison St Block Assoc Garden
"60 EAST END AVENUE, New York, NY 10028","45 EAST 89 STREET, New York, NY 10128",Crystal House,"825 THIRD AVENUE, New York, NY 10022",Carlton Regency,"254 EAST 68 STREET, New York, NY 10065"
La Premiere,Vanderbilt,St. James Tower,Channel Club,"401 EAST 80 STREET, New York, NY 10075",Corinthian
Mill Pond Park,St. Albans Park,St Albans Memorial Park,St. Albans Memorial Park,The Feeding Tree,Pelham Bay Park
Aqueduct Walk,Acqueduct Lands,Aqueduct Walk/Barnwell Square,John Paul Jones Park,Cuyler Gore Park,Cuyler Gore Garden
Bronx River Park/Starlight Pk,Starlight Park,The Backyard,Montbellier Park,Seward Park,William H. Seward Park
Taaffe Playground,Bailey Playground,Van Nest Memorial Park,St. Vartan Park,St Vartan Park,Henry A Whalen Park
Grand Sutton,Sterling Plaza,"401 EAST 80 STREET, New York, NY 10075",International Plaza,Mandarin Plaza,Austen House
Foley Square / T.Paine Park,Thomas Paine Park/Foley Square,Foley Square/ T. Paine Park,Bronx Communication Office,Major John W. Mark Park,Maurice Muller Park
Owl's Head Park,Peter Detmold Park,Elmhurst Park,Dream Street Park,Hillside Dog Park,Thomas J. Cuite Park
Isham Park,Henry Hudson Park,Henry Hudson/Pauls Park,Spuyten Duyvil Park,Rev George Warren Hinton Park,Hinton Park
Northerleigh Park,Corlears Hook Park,Father Macris Park,Steuben Playground,Andrew Haswell Green Park,The Olde Towne of Flushing Burial Ground
Lentol Garden,Risse Street Park,Castle Hill Park,Paerdegat Basin Park,Community Garden,CS 134 Community Improvement Garden
One Penn Plaza,Sheffield,World Apparel Center,One Worldwide Plaza,Salomon Smith Barney,"600 THIRD AVENUE, New York, NY 10016"
Bushwick Playground,Madison Square Garden Assoc,Seabury Park,"Phil ""Scooter"" Rizzuto Park",Kelly Park Playground,William E Kelly Park/PS 255
Brooklyn Bears Rockwell Pl Garden,CS 134 Community Improvement Garden,Cs 134 Comm Improvement Garden,St Nicholas-Olive St Garden,St. Nicholas - Olive St. Garden,Paerdegat Basin Park
Tottenville Pool,Carmine Recreation Center,Asser Levy Park Expansion,Kosciusko Pool,Wagner Houses.Pool,Wagner Houses Pool
Dreier-Offerman Park,Tremont Park,Marcy Green South,Grover Cleveland Playground,St. Albans Park,St. Albans Memorial Park
Macneil Park,Devoe Park,Ferry Point Park,Crocheron Park,Ranaqua Playground,Brady's Pond Park
Solow,"58 WEST 58 STREET, New York, NY 10019","80 CENTRAL PARK WEST, New York, NY 10023",Bmw,Colonnade,Fontaine
Philip Morris,"875 THIRD AVENUE, New York, NY 10022","590 MADISON AVENUE, New York, NY 10022","650 FIFTH AVENUE, New York, NY 10019",Galleria,"575 FIFTH AVENUE, New York, NY 10017"
Sean's Place,White Park,Freedom Square,Utopia Playground,Railroad Playground,Judge Moses Weinstein Playground
Starlight Park,Starlight Park Addition,Starlight Park,The Backyard,Montbellier Park,Seward Park
Harris Garden,El Sol Brilliante Jr,La Plaza Cultural,La Plaza Cultural Garden,Patchen Community Square Garden,Imani II Garden
Goodwill Park,Goodwill Park,J.J. Byrne Memorial Park,J.J. Byrne Playground,Mount Prospect Park,Carl Schurz Park
1251 Avenue of the Americas,McGraw-Hill,"900 THIRD AVENUE, New York, NY 10022",Paramount Plaza,"1301 SIXTH AVENUE, New York, NY 10019",30 Lincoln Plaza
Rincon Criollo Garden,Pleasant Park Garden,Blake Hobbs Playground,St. Nicholas Miracle Garden,Lefferts Pl Block Association,Euclid Garden
William Simmons Community Garden Club,Leave It Better Kids' Garden,Leave it Better Kids' Garden,Patchen Community Square Garden,First Quincy St Block Association,Padre Plaza Garden
Jerome Park,Triborough Bridge Approach,New Vision Garden,Edgecombe Park,Model T Senior Citizen's Garden,La Cuevita Garden
Dred Scott Bird Sanctuary Gard,Imani II Garden,Community Garden,Magic Garden,El Sol Brilliante Jr,West 111th St. People's Garden
Ahearn Park,Williamsburg Bridge Plaza,Livonia Park,Mary O'Connor Playground,Greenthumb Garden,Fiorello La Guardia Park
Thomas J. Cuite Park,St Gregory's Park,Owl's Head Park,Givan Square Park/3 Triangles,South Oxford Park,Walt Whitman Park
Bowling Green Park,Peter Minuit Plaza/Battery Pk,The Battery,Franklin D Roosevelt Four Freedoms Park,Conference House Park.R-6,Conference House Park
Umoja Garden,Sunshine Community Garden,Laguardia Approach Lights Park,Shield Of Faith Garden,Madison St Block Assoc Garden,Family Community Garden
Two Lincoln Square,Paramount Plaza,The Harmony/David Rubenstein Atrium,Stevens Tower,Grace,"135 EAST 57 STREET, New York, NY 10022"
Richard Tucker Park,Rufus King Park,MacDonald Park,Nelson Ave Family Park,Nelson Ave Playground Addition,Marcy Green North Park
Dorrence Brook Square,Hunts Point Riverside Park,Butterfly Gardens,Varian House Pk,Keltch Memorial Park,MacDonald Park
Ralph Demarco Park,Highbridge Park,East River Esplanade,Sutton Place Park,Pier 83- Circle Line,Pier 83 - L.U.W
Peaceful Valley Garden,Pleasant Village Community Garden,Pleasant Village Community Pk,Mobilization For Change,La Plaza Cultural,La Plaza Cultural Garden
Eae J Mitchell Park,Sitting Area (Park),Beach Street Park/Tribeca Park,Martins Field Playground,Martins Field Playground Addit,Little Green Garden
Harlem Rose Garden,CEP Community Garden,Earth People Garden,Earth People,W 124th Street Community Garden,I.L. Peretz Square Park
Risse Street Park,Castle Hill Park,Lentol Garden,Springfield Park,Paerdegat Basin Park,A Better Community Garden
"40 BROAD STREET, New York, NY 10004",Goldman Sachs,"160 WATER STREET, New York, NY 10038","100 WALL STREET, New York, NY 10005",Wall Street Plaza,"1 BATTERY PARK PLAZA, New York, NY 10004"
Harding Park,Firemen's Memorial Garden,Preston Community Garden,South Battery,J. Driscoll Tucker Place Plgd,Silver Lake Park
De Witt Clinton Park,Robert Moses Playground,Bushwick Green/Central Knoll,Green Central Knoll,Linnaeus Playground,IS 2 Playground/Midland Field
Model T Senior Citizen's Garden,Jerome Park,Edgecombe Park,Motor Parkway,Triborough Bridge Approach,Harmony Park
Wanaqua Garden,Martin Luther King Memorial Pk,Madison Community Greenthumb,George Walker Jr. Park,Big Red Garden,Kosciusko Street Park
Detective Keith L Williams Park,V Ciccarone Playground,Frederick B. Judge Playground,Yellowstone Park,Yellowstone Park Addition,Mariners Harbor Playground
Lefferts Pl Block Association,St. Nicholas Miracle Garden,Blake Hobbs Playground,Harding Park,Leif Ericson Drive Park,Clara's Garden
La Isla Garden,Family Group Garden,Imani II Garden,Magic Garden,Highland Park Childrens Garden,Community Park
Bridge Tower Place,Madison Belvedere,Mandarin Plaza,Saratoga,International Plaza,America
Van Nest Memorial Park,Mother Cabrini Park,Robert E. Venable Park,Robert Venable Playground,Rodney Playground Center,Taaffe Playground
"166 EAST 34 STREET, New York, NY 10016",Murray Hill Mews,Brevard,The Nash,Fifth Avenue Tower,Parc East Tower Apartments
Tremont Park,Dreier-Offerman Park,Dreier Offerman Park,St. Mary's Park,Marcy Green South,Columbus Park
South Battery,Neighbors Of Vega Baja,Harding Park,Blake Hobbs Playground,Abyssinian Tot Lot,Clara's Garden
Saratoga Blake Garden,Pier 5,Martin Luther King Memorial Pk,John Allen Payne Park,Leif Ericson Park And Square,E 4th Street Garden
East Harlem Art Park,Annadale Park,Cooper Park,Duffy Square Park,Stuyvesant Square Park,Stuyvesant Square
Claremont Comm School Garden,Success Garden,PS 232 &Playground (Jop),PS 5,Marine Park/Jhs 278-K,E N Y Vocational HS Plgd
Tompkins Square Park,Mount Prospect Park,Hillside Dog Park,Peter Detmold Park,Elmhurst Park,Steuben Playground
Conference House Park.R-6,Conference House Park R-6,Conference House Park,Bowling Green Park,Park Butter Avenue,Brookfield Park
Kennedy Playground,Garden Of Life,Macombs Road Park,Martin Luther King Memorial Pk,Clifton Pl Memorial Pk & Gard,Hart To Hart Garden
Miracle Garden,Children's Miracle Garden,Bronx Communication Office,700 Decatur St Block Association,700 Decatur St Bl Assoc Garden,Hancock T and T
Grace,Ritz,General Motors Building,Two Lincoln Square,One Worldwide Plaza,Paramount Plaza
West 111th St. People's Garden,Imani II Garden,Community Garden,El Sol Brilliante Jr,Walt L Shemal Garden,Latinos Unidos Garden
Hunter's Point South Park,Elmhurst/Veterans Grove Park,Grand Ferry Park,North Shore Esplanade,James J Walker Park,WNYC Transmitter Park
Coney Island Boat Basin,Las Casitas Community Garden,Richmond Parkway,Family Group Garden,Seabury Park,St Luke's Playground
Bushwick Inlet Park,Valentino Pier,WNYC Transmitter Park,Transmitter Park,Greenpoint Park,Grand Ferry Park
One Sherman Square,Gloucester,"58 WEST 58 STREET, New York, NY 10019",Bmw,Colonnade,Toulaine
Vernon New Harvest Garden,Detective Joseph Mayrose Park,Sumpter Community Garden,Sound View Park,Umma Park Bmt Row,Genesis Park Community Garden
Marcy Park South,Youth Village Park,St Gregory's Park,Franklin Memorial Garden,Franklin Memoral Garden,Francis Lewis Park
Pratt Playground,Cherry Tree Park,Monsignor Kett Playground,Harry Maze Playground,Rodney Park South,Ennis Park
Beach Street Park/Tribeca Park,Dante Park,Lowry Triangle,Peachtree Garden,MacDonald Park,Canal Park
Rihga Royal Hotel,CitySpire,Bertelsmann,United States Trust,Metropolitan Tower,PaineWebber
"1 NEW YORK PLAZA, New York, NY 10004",4 New York Plaza,"160 WATER STREET, New York, NY 10038","180 WATER STREET, New York, NY 10038","100 WALL STREET, New York, NY 10005","111 WALL STREET, New York, NY 10005"
Edith Garden,Paerdegat Basin Park,St Nicholas-Olive St Garden,St. Nicholas - Olive St. Garden,Castle Hill Park,Heisser Square Park
Doscher St Block Assoc Garden,Maple Woods Park,176st Street Community Garden,Edgemere Coalition,Stars Of Hope,Broad Channel Park
