Name,photo,boro,hours,amenities,reviews,long,lat,address,rating,type,zip,summary,num_ratings
Asser Levy Park Expansion,https://maps.googleapis.com/maps/api/place/photo?maxwidth=2448&photoreference=CmRaAAAAd7IXN5S5oLAwImvPBEx5Oq0PTNVKzoACumnYwA2x4FG-O-tUAGhnrL4hcf-gr3pelZ3-RBza7eIgNMGVlvZQ-9WQTJFzP_1mjJ_Ncj0Q6tm1y_lKM5v7IKlFRaq_lZeWEhAhQYdG3NEceaAVLfyZ1lsiGhQ9CXkZ0jSXYkFvbhc_R7bSkizmqA&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,Bronx,"['Monday: 7:00 AM – 9:00 PM', 'Tuesday: 7:00 AM – 9:00 PM', 'Wednesday: 7:00 AM – 9:00 PM', 'Thursday: 7:00 AM – 9:00 PM', 'Friday: 7:00 AM – 9:00 PM', 'Saturday: 7:00 AM – 9:00 PM', 'Sunday: 7:00 AM – 9:00 PM']",," /AUTHOR: The Youngest Flexer /RATING: 5 /TEXT: I live right next to this park and I'm looking into buying it in the future /AUTHOR: Nekky Sync /RATING: 5 /TEXT: Baseball, Playground, close to home. Close to mall. It's not big but I enjoy it better in the evenings. /AUTHOR: SASalways Smiles /RATING: 3 /TEXT: I usually go early with my with my children to get some exercise to start the day, 95% of the time we utilize the field, I rarely go to the actual playground because it's a bit dated and honestly makes me a bit nervous, and when we do I stick to the smaller play area and the swing set. School playgrounds around this area is much better and up to date. /AUTHOR: James Hendrickson /RATING: 1 /TEXT: People park anyware is crazy, don't like the location /AUTHOR: Gregory Thomas /RATING: 4 /TEXT: The neighborhood is beautiful.And the ball field is nice,alot of kids playing,and dogs running around.I didnt see alot of animal waste around,but i didnt walk all around either.Other than that,very nice place to have a family outing.I perfer a place where no animals are allowed.",-73.851016,40.8234,495 East 23 Street,4.3,Neighborhood Park,10010,,159
Madison Community Greenthumb,https://maps.googleapis.com/maps/api/place/photo?maxwidth=2448&photoreference=CmRaAAAAd7IXN5S5oLAwImvPBEx5Oq0PTNVKzoACumnYwA2x4FG-O-tUAGhnrL4hcf-gr3pelZ3-RBza7eIgNMGVlvZQ-9WQTJFzP_1mjJ_Ncj0Q6tm1y_lKM5v7IKlFRaq_lZeWEhAhQYdG3NEceaAVLfyZ1lsiGhQ9CXkZ0jSXYkFvbhc_R7bSkizmqA&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,Bronx,"['Monday: 7:00 AM – 9:00 PM', 'Tuesday: 7:00 AM – 9:00 PM', 'Wednesday: 7:00 AM – 9:00 PM', 'Thursday: 7:00 AM – 9:00 PM', 'Friday: 7:00 AM – 9:00 PM', 'Saturday: 7:00 AM – 9:00 PM', 'Sunday: 7:00 AM – 9:00 PM']",," /AUTHOR: The Youngest Flexer /RATING: 5 /TEXT: I live right next to this park and I'm looking into buying it in the future /AUTHOR: Nekky Sync /RATING: 5 /TEXT: Baseball, Playground, close to home. Close to mall. It's not big but I enjoy it better in the evenings. /AUTHOR: SASalways Smiles /RATING: 3 /TEXT: I usually go early with my with my children to get some exercise to start the day, 95% of the time we utilize the field, I rarely go to the actual playground because it's a bit dated and honestly makes me a bit nervous, and when we do I stick to the smaller play area and the swing set. School playgrounds around this area is much better and up to date. /AUTHOR: James Hendrickson /RATING: 1 /TEXT: People park anyware is crazy, don't like the location /AUTHOR: Gregory Thomas /RATING: 4 /TEXT: The neighborhood is beautiful.And the ball field is nice,alot of kids playing,and dogs running around.I didnt see alot of animal waste around,but i didnt walk all around either.Other than that,very nice place to have a family outing.I perfer a place where no animals are allowed.",-73.851016,40.8234,Madison Street,0,Neighborhood Park,11221,,0
Catherine Turner Richardson Pk,https://maps.googleapis.com/maps/api/place/photo?maxwidth=2448&photoreference=CmRaAAAAd7IXN5S5oLAwImvPBEx5Oq0PTNVKzoACumnYwA2x4FG-O-tUAGhnrL4hcf-gr3pelZ3-RBza7eIgNMGVlvZQ-9WQTJFzP_1mjJ_Ncj0Q6tm1y_lKM5v7IKlFRaq_lZeWEhAhQYdG3NEceaAVLfyZ1lsiGhQ9CXkZ0jSXYkFvbhc_R7bSkizmqA&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,Bronx,"['Monday: 7:00 AM – 9:00 PM', 'Tuesday: 7:00 AM – 9:00 PM', 'Wednesday: 7:00 AM – 9:00 PM', 'Thursday: 7:00 AM – 9:00 PM', 'Friday: 7:00 AM – 9:00 PM', 'Saturday: 7:00 AM – 9:00 PM', 'Sunday: 7:00 AM – 9:00 PM']",," /AUTHOR: The Youngest Flexer /RATING: 5 /TEXT: I live right next to this park and I'm looking into buying it in the future /AUTHOR: Nekky Sync /RATING: 5 /TEXT: Baseball, Playground, close to home. Close to mall. It's not big but I enjoy it better in the evenings. /AUTHOR: SASalways Smiles /RATING: 3 /TEXT: I usually go early with my with my children to get some exercise to start the day, 95% of the time we utilize the field, I rarely go to the actual playground because it's a bit dated and honestly makes me a bit nervous, and when we do I stick to the smaller play area and the swing set. School playgrounds around this area is much better and up to date. /AUTHOR: James Hendrickson /RATING: 1 /TEXT: People park anyware is crazy, don't like the location /AUTHOR: Gregory Thomas /RATING: 4 /TEXT: The neighborhood is beautiful.And the ball field is nice,alot of kids playing,and dogs running around.I didnt see alot of animal waste around,but i didnt walk all around either.Other than that,very nice place to have a family outing.I perfer a place where no animals are allowed.",-73.851016,40.8234,42-01 Douglaston Parkway,3.8,Neighborhood Park,11363,,6
Crystal House,https://apops.mas.org/wp-content/uploads/2012/10/200-E.-24th-St..jpg,Manhattan,24,No required amenities,,-73.982513,40.739149,200 East 24 Street,,POPS,10010,Wrapping around the street faces of this residential building from the southeast corner of Third Avenue and East 24th Street is this small strip of plaza Low planters with ledges sporting a decorative spiked railing border much of the space On a sunny day residents supply their own chairs and sit in front of the planters A recent site visit disclosed gates on both Third Avenue and East 24th Street separating the public sidewalk from the accessible space No record of City approval for these gates has been found,
Pier 6,https://maps.googleapis.com/maps/api/place/photo?maxwidth=2448&photoreference=CmRaAAAAd7IXN5S5oLAwImvPBEx5Oq0PTNVKzoACumnYwA2x4FG-O-tUAGhnrL4hcf-gr3pelZ3-RBza7eIgNMGVlvZQ-9WQTJFzP_1mjJ_Ncj0Q6tm1y_lKM5v7IKlFRaq_lZeWEhAhQYdG3NEceaAVLfyZ1lsiGhQ9CXkZ0jSXYkFvbhc_R7bSkizmqA&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,Bronx,"['Monday: 7:00 AM – 9:00 PM', 'Tuesday: 7:00 AM – 9:00 PM', 'Wednesday: 7:00 AM – 9:00 PM', 'Thursday: 7:00 AM – 9:00 PM', 'Friday: 7:00 AM – 9:00 PM', 'Saturday: 7:00 AM – 9:00 PM', 'Sunday: 7:00 AM – 9:00 PM']",," /AUTHOR: The Youngest Flexer /RATING: 5 /TEXT: I live right next to this park and I'm looking into buying it in the future /AUTHOR: Nekky Sync /RATING: 5 /TEXT: Baseball, Playground, close to home. Close to mall. It's not big but I enjoy it better in the evenings. /AUTHOR: SASalways Smiles /RATING: 3 /TEXT: I usually go early with my with my children to get some exercise to start the day, 95% of the time we utilize the field, I rarely go to the actual playground because it's a bit dated and honestly makes me a bit nervous, and when we do I stick to the smaller play area and the swing set. School playgrounds around this area is much better and up to date. /AUTHOR: James Hendrickson /RATING: 1 /TEXT: People park anyware is crazy, don't like the location /AUTHOR: Gregory Thomas /RATING: 4 /TEXT: The neighborhood is beautiful.And the ball field is nice,alot of kids playing,and dogs running around.I didnt see alot of animal waste around,but i didnt walk all around either.Other than that,very nice place to have a family outing.I perfer a place where no animals are allowed.",-73.851016,40.8234,Atlantic Avenue,4.7,Neighborhood Park,11201,,267
Maple Woods Park,https://maps.googleapis.com/maps/api/place/photo?maxwidth=2448&photoreference=CmRaAAAAd7IXN5S5oLAwImvPBEx5Oq0PTNVKzoACumnYwA2x4FG-O-tUAGhnrL4hcf-gr3pelZ3-RBza7eIgNMGVlvZQ-9WQTJFzP_1mjJ_Ncj0Q6tm1y_lKM5v7IKlFRaq_lZeWEhAhQYdG3NEceaAVLfyZ1lsiGhQ9CXkZ0jSXYkFvbhc_R7bSkizmqA&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,Bronx,"['Monday: 7:00 AM – 9:00 PM', 'Tuesday: 7:00 AM – 9:00 PM', 'Wednesday: 7:00 AM – 9:00 PM', 'Thursday: 7:00 AM – 9:00 PM', 'Friday: 7:00 AM – 9:00 PM', 'Saturday: 7:00 AM – 9:00 PM', 'Sunday: 7:00 AM – 9:00 PM']",," /AUTHOR: The Youngest Flexer /RATING: 5 /TEXT: I live right next to this park and I'm looking into buying it in the future /AUTHOR: Nekky Sync /RATING: 5 /TEXT: Baseball, Playground, close to home. Close to mall. It's not big but I enjoy it better in the evenings. /AUTHOR: SASalways Smiles /RATING: 3 /TEXT: I usually go early with my with my children to get some exercise to start the day, 95% of the time we utilize the field, I rarely go to the actual playground because it's a bit dated and honestly makes me a bit nervous, and when we do I stick to the smaller play area and the swing set. School playgrounds around this area is much better and up to date. /AUTHOR: James Hendrickson /RATING: 1 /TEXT: People park anyware is crazy, don't like the location /AUTHOR: Gregory Thomas /RATING: 4 /TEXT: The neighborhood is beautiful.And the ball field is nice,alot of kids playing,and dogs running around.I didnt see alot of animal waste around,but i didnt walk all around either.Other than that,very nice place to have a family outing.I perfer a place where no animals are allowed.",-73.851016,40.8234,Richmond Road,5,Neighborhood Park,10304,,2
Waterford,https://apops.mas.org/wp-content/uploads/2012/10/2012-300_E_93rd-c-e1351133001938.jpg,Manhattan,Restricted ,Bicycle Parking: Primary Space: 6 spacesDrinking Fountain: Primary Space: 1LightingLitter Receptacles: 6 cubic feetPlanting: Primary Space: 725 sfPlaque/SignSeating: Primary Space: 160 linear feet including 36 lf with backs; Usable Residual Space: 64 linear feet including 12 lf with backsTrees on Street: 9Trees within Space: Primary Space: 5; Usable Residual Space: 4Water Feature: Primary Space: fountain,,-73.948325,40.781993,300 East 93 Street,5,POPS,10128,In exchange for City Planning Commission authorization to close this residential plaza at night the owner recently completed a renovation of the space and the results are highly promising for the neighborhood The plaza wraps around the buildings street frontage at the southeast corner of East 93 rd Street and Second Avenue An open pergolalike structure consisting of four triangular columns that support a metal lattice box over glass block floor continues to mark the corner and serve as modest icon for the space From Second Avenue the wide entrance low seethrough metal fence and consistency of grade level into the primary space east attract passersby and are a model for visual and physical permeabilityAt the same time the primary space has not sacrificed its identity as a separate area defined at its perimeter by welllandscaped planters with polished granite seating ledges and a groundlevel round planting bed anchoring the middle of the decorative paving scheme Three Germanmade hightech steel chair units with multiple seats each are arrayed on three of the four sides facing each other as if in conversation Trees planted against the building at the southern edge of the space mask the building wallThe provision of usable rather than visual residual residential plaza for the entrance corridor is welcome Unlike visual residual space which legally does not have to be open and accessible to the public usable residual space must be accessible and provide functional amenities The entrance corridor provides another steel chair seating unit and more granite ledge seating A water sculpture near the front door will be operational in the near future The glass bumpout from the lobby provides a perch from which the doorman can watch over both the primary and usable residual portions of the space from the inside As of this writing the owner plans to install a glass canopy over parts of the usable residual space Additional usable residual space is provided in front of retail uses along the avenue There set off from the public sidewalk by street trees is a small area with additional steel chair units and a granite bench on the south wall It is perfect for the brief stop,
Sugar Hill Garden,https://maps.googleapis.com/maps/api/place/photo?maxwidth=2448&photoreference=CmRaAAAAd7IXN5S5oLAwImvPBEx5Oq0PTNVKzoACumnYwA2x4FG-O-tUAGhnrL4hcf-gr3pelZ3-RBza7eIgNMGVlvZQ-9WQTJFzP_1mjJ_Ncj0Q6tm1y_lKM5v7IKlFRaq_lZeWEhAhQYdG3NEceaAVLfyZ1lsiGhQ9CXkZ0jSXYkFvbhc_R7bSkizmqA&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,Bronx,"['Monday: 7:00 AM – 9:00 PM', 'Tuesday: 7:00 AM – 9:00 PM', 'Wednesday: 7:00 AM – 9:00 PM', 'Thursday: 7:00 AM – 9:00 PM', 'Friday: 7:00 AM – 9:00 PM', 'Saturday: 7:00 AM – 9:00 PM', 'Sunday: 7:00 AM – 9:00 PM']",," /AUTHOR: The Youngest Flexer /RATING: 5 /TEXT: I live right next to this park and I'm looking into buying it in the future /AUTHOR: Nekky Sync /RATING: 5 /TEXT: Baseball, Playground, close to home. Close to mall. It's not big but I enjoy it better in the evenings. /AUTHOR: SASalways Smiles /RATING: 3 /TEXT: I usually go early with my with my children to get some exercise to start the day, 95% of the time we utilize the field, I rarely go to the actual playground because it's a bit dated and honestly makes me a bit nervous, and when we do I stick to the smaller play area and the swing set. School playgrounds around this area is much better and up to date. /AUTHOR: James Hendrickson /RATING: 1 /TEXT: People park anyware is crazy, don't like the location /AUTHOR: Gregory Thomas /RATING: 4 /TEXT: The neighborhood is beautiful.And the ball field is nice,alot of kids playing,and dogs running around.I didnt see alot of animal waste around,but i didnt walk all around either.Other than that,very nice place to have a family outing.I perfer a place where no animals are allowed.",-73.851016,40.8234,Edgecombe Avenue,4,Neighborhood Park,10031,,19
The Nash,https://apops.mas.org/wp-content/uploads/2012/10/222-E.-39th-St.-2.jpg,Manhattan,24,"LightingLitter Receptacles: 2 (5.34 cubic feet)Planting: 473 sfPlaque/Sign: 3 public plaza signs, 1 informational signSeating: 132 linear feet of movable seating (88 chairs) and a curved wood benchTables: 22Trees within Space: 2",,-73.974848,40.748203,222 East 39 Street,,POPS,10016,The main part of this rectangular plaza is west of the hotel on the south side of East 39th Street immediately east of the Midtown Tunnel Access Road between Second and Third Avenues This intimate space is sheltered by a threefoothigh irongrill fence along East 39th Street and an undulating landscaped planter border along the access road During the warmer months of the year the space is filled with metal café tables and chairs next to the restaurant Were the restaurant to use these tables and chairs for its private operation it would need City approval Decorative park lamps arise out of the landscaping to the west while a Europeanstyle ornamental fountain featuring three hornblowing cherubs and a figure holding a fish decorate the rear The remainder of the plaza space is a small dropoff driveway partly beneath a canopy located in front of the hotel entrance on East 39th Street,
Frank D. O'Connor Playground,https://maps.googleapis.com/maps/api/place/photo?maxwidth=2448&photoreference=CmRaAAAAd7IXN5S5oLAwImvPBEx5Oq0PTNVKzoACumnYwA2x4FG-O-tUAGhnrL4hcf-gr3pelZ3-RBza7eIgNMGVlvZQ-9WQTJFzP_1mjJ_Ncj0Q6tm1y_lKM5v7IKlFRaq_lZeWEhAhQYdG3NEceaAVLfyZ1lsiGhQ9CXkZ0jSXYkFvbhc_R7bSkizmqA&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,Bronx,"['Monday: 7:00 AM – 9:00 PM', 'Tuesday: 7:00 AM – 9:00 PM', 'Wednesday: 7:00 AM – 9:00 PM', 'Thursday: 7:00 AM – 9:00 PM', 'Friday: 7:00 AM – 9:00 PM', 'Saturday: 7:00 AM – 9:00 PM', 'Sunday: 7:00 AM – 9:00 PM']",," /AUTHOR: The Youngest Flexer /RATING: 5 /TEXT: I live right next to this park and I'm looking into buying it in the future /AUTHOR: Nekky Sync /RATING: 5 /TEXT: Baseball, Playground, close to home. Close to mall. It's not big but I enjoy it better in the evenings. /AUTHOR: SASalways Smiles /RATING: 3 /TEXT: I usually go early with my with my children to get some exercise to start the day, 95% of the time we utilize the field, I rarely go to the actual playground because it's a bit dated and honestly makes me a bit nervous, and when we do I stick to the smaller play area and the swing set. School playgrounds around this area is much better and up to date. /AUTHOR: James Hendrickson /RATING: 1 /TEXT: People park anyware is crazy, don't like the location /AUTHOR: Gregory Thomas /RATING: 4 /TEXT: The neighborhood is beautiful.And the ball field is nice,alot of kids playing,and dogs running around.I didnt see alot of animal waste around,but i didnt walk all around either.Other than that,very nice place to have a family outing.I perfer a place where no animals are allowed.",-73.851016,40.8234,78-08 Broadway,4.1,Neighborhood Park,11373,,128
T. Jefferson HS Greenhouse/Gdn,https://maps.googleapis.com/maps/api/place/photo?maxwidth=2448&photoreference=CmRaAAAAd7IXN5S5oLAwImvPBEx5Oq0PTNVKzoACumnYwA2x4FG-O-tUAGhnrL4hcf-gr3pelZ3-RBza7eIgNMGVlvZQ-9WQTJFzP_1mjJ_Ncj0Q6tm1y_lKM5v7IKlFRaq_lZeWEhAhQYdG3NEceaAVLfyZ1lsiGhQ9CXkZ0jSXYkFvbhc_R7bSkizmqA&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,Bronx,"['Monday: 7:00 AM – 9:00 PM', 'Tuesday: 7:00 AM – 9:00 PM', 'Wednesday: 7:00 AM – 9:00 PM', 'Thursday: 7:00 AM – 9:00 PM', 'Friday: 7:00 AM – 9:00 PM', 'Saturday: 7:00 AM – 9:00 PM', 'Sunday: 7:00 AM – 9:00 PM']",," /AUTHOR: The Youngest Flexer /RATING: 5 /TEXT: I live right next to this park and I'm looking into buying it in the future /AUTHOR: Nekky Sync /RATING: 5 /TEXT: Baseball, Playground, close to home. Close to mall. It's not big but I enjoy it better in the evenings. /AUTHOR: SASalways Smiles /RATING: 3 /TEXT: I usually go early with my with my children to get some exercise to start the day, 95% of the time we utilize the field, I rarely go to the actual playground because it's a bit dated and honestly makes me a bit nervous, and when we do I stick to the smaller play area and the swing set. School playgrounds around this area is much better and up to date. /AUTHOR: James Hendrickson /RATING: 1 /TEXT: People park anyware is crazy, don't like the location /AUTHOR: Gregory Thomas /RATING: 4 /TEXT: The neighborhood is beautiful.And the ball field is nice,alot of kids playing,and dogs running around.I didnt see alot of animal waste around,but i didnt walk all around either.Other than that,very nice place to have a family outing.I perfer a place where no animals are allowed.",-73.851016,40.8234,642 Blake Avenue,3.9,Neighborhood Park,11207,,25
11 BC Serenity Garden,https://maps.googleapis.com/maps/api/place/photo?maxwidth=2448&photoreference=CmRaAAAAd7IXN5S5oLAwImvPBEx5Oq0PTNVKzoACumnYwA2x4FG-O-tUAGhnrL4hcf-gr3pelZ3-RBza7eIgNMGVlvZQ-9WQTJFzP_1mjJ_Ncj0Q6tm1y_lKM5v7IKlFRaq_lZeWEhAhQYdG3NEceaAVLfyZ1lsiGhQ9CXkZ0jSXYkFvbhc_R7bSkizmqA&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,Bronx,"['Monday: 7:00 AM – 9:00 PM', 'Tuesday: 7:00 AM – 9:00 PM', 'Wednesday: 7:00 AM – 9:00 PM', 'Thursday: 7:00 AM – 9:00 PM', 'Friday: 7:00 AM – 9:00 PM', 'Saturday: 7:00 AM – 9:00 PM', 'Sunday: 7:00 AM – 9:00 PM']",," /AUTHOR: The Youngest Flexer /RATING: 5 /TEXT: I live right next to this park and I'm looking into buying it in the future /AUTHOR: Nekky Sync /RATING: 5 /TEXT: Baseball, Playground, close to home. Close to mall. It's not big but I enjoy it better in the evenings. /AUTHOR: SASalways Smiles /RATING: 3 /TEXT: I usually go early with my with my children to get some exercise to start the day, 95% of the time we utilize the field, I rarely go to the actual playground because it's a bit dated and honestly makes me a bit nervous, and when we do I stick to the smaller play area and the swing set. School playgrounds around this area is much better and up to date. /AUTHOR: James Hendrickson /RATING: 1 /TEXT: People park anyware is crazy, don't like the location /AUTHOR: Gregory Thomas /RATING: 4 /TEXT: The neighborhood is beautiful.And the ball field is nice,alot of kids playing,and dogs running around.I didnt see alot of animal waste around,but i didnt walk all around either.Other than that,very nice place to have a family outing.I perfer a place where no animals are allowed.",-73.851016,40.8234,East 11 Street,0,Neighborhood Park,10009,,0
Imani II Garden,https://maps.googleapis.com/maps/api/place/photo?maxwidth=2448&photoreference=CmRaAAAAd7IXN5S5oLAwImvPBEx5Oq0PTNVKzoACumnYwA2x4FG-O-tUAGhnrL4hcf-gr3pelZ3-RBza7eIgNMGVlvZQ-9WQTJFzP_1mjJ_Ncj0Q6tm1y_lKM5v7IKlFRaq_lZeWEhAhQYdG3NEceaAVLfyZ1lsiGhQ9CXkZ0jSXYkFvbhc_R7bSkizmqA&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,Bronx,"['Monday: 7:00 AM – 9:00 PM', 'Tuesday: 7:00 AM – 9:00 PM', 'Wednesday: 7:00 AM – 9:00 PM', 'Thursday: 7:00 AM – 9:00 PM', 'Friday: 7:00 AM – 9:00 PM', 'Saturday: 7:00 AM – 9:00 PM', 'Sunday: 7:00 AM – 9:00 PM']",," /AUTHOR: The Youngest Flexer /RATING: 5 /TEXT: I live right next to this park and I'm looking into buying it in the future /AUTHOR: Nekky Sync /RATING: 5 /TEXT: Baseball, Playground, close to home. Close to mall. It's not big but I enjoy it better in the evenings. /AUTHOR: SASalways Smiles /RATING: 3 /TEXT: I usually go early with my with my children to get some exercise to start the day, 95% of the time we utilize the field, I rarely go to the actual playground because it's a bit dated and honestly makes me a bit nervous, and when we do I stick to the smaller play area and the swing set. School playgrounds around this area is much better and up to date. /AUTHOR: James Hendrickson /RATING: 1 /TEXT: People park anyware is crazy, don't like the location /AUTHOR: Gregory Thomas /RATING: 4 /TEXT: The neighborhood is beautiful.And the ball field is nice,alot of kids playing,and dogs running around.I didnt see alot of animal waste around,but i didnt walk all around either.Other than that,very nice place to have a family outing.I perfer a place where no animals are allowed.",-73.851016,40.8234,1680 Pacific Street,3.9,Neighborhood Park,11213,,13
Blake Hobbs Playground,https://maps.googleapis.com/maps/api/place/photo?maxwidth=2448&photoreference=CmRaAAAAd7IXN5S5oLAwImvPBEx5Oq0PTNVKzoACumnYwA2x4FG-O-tUAGhnrL4hcf-gr3pelZ3-RBza7eIgNMGVlvZQ-9WQTJFzP_1mjJ_Ncj0Q6tm1y_lKM5v7IKlFRaq_lZeWEhAhQYdG3NEceaAVLfyZ1lsiGhQ9CXkZ0jSXYkFvbhc_R7bSkizmqA&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,Bronx,"['Monday: 7:00 AM – 9:00 PM', 'Tuesday: 7:00 AM – 9:00 PM', 'Wednesday: 7:00 AM – 9:00 PM', 'Thursday: 7:00 AM – 9:00 PM', 'Friday: 7:00 AM – 9:00 PM', 'Saturday: 7:00 AM – 9:00 PM', 'Sunday: 7:00 AM – 9:00 PM']",," /AUTHOR: The Youngest Flexer /RATING: 5 /TEXT: I live right next to this park and I'm looking into buying it in the future /AUTHOR: Nekky Sync /RATING: 5 /TEXT: Baseball, Playground, close to home. Close to mall. It's not big but I enjoy it better in the evenings. /AUTHOR: SASalways Smiles /RATING: 3 /TEXT: I usually go early with my with my children to get some exercise to start the day, 95% of the time we utilize the field, I rarely go to the actual playground because it's a bit dated and honestly makes me a bit nervous, and when we do I stick to the smaller play area and the swing set. School playgrounds around this area is much better and up to date. /AUTHOR: James Hendrickson /RATING: 1 /TEXT: People park anyware is crazy, don't like the location /AUTHOR: Gregory Thomas /RATING: 4 /TEXT: The neighborhood is beautiful.And the ball field is nice,alot of kids playing,and dogs running around.I didnt see alot of animal waste around,but i didnt walk all around either.Other than that,very nice place to have a family outing.I perfer a place where no animals are allowed.",-73.851016,40.8234,1851 3 Avenue,0,Neighborhood Park,10029,,0
Jhs 166/Linden Houses Plgd,https://maps.googleapis.com/maps/api/place/photo?maxwidth=2448&photoreference=CmRaAAAAd7IXN5S5oLAwImvPBEx5Oq0PTNVKzoACumnYwA2x4FG-O-tUAGhnrL4hcf-gr3pelZ3-RBza7eIgNMGVlvZQ-9WQTJFzP_1mjJ_Ncj0Q6tm1y_lKM5v7IKlFRaq_lZeWEhAhQYdG3NEceaAVLfyZ1lsiGhQ9CXkZ0jSXYkFvbhc_R7bSkizmqA&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,Bronx,"['Monday: 7:00 AM – 9:00 PM', 'Tuesday: 7:00 AM – 9:00 PM', 'Wednesday: 7:00 AM – 9:00 PM', 'Thursday: 7:00 AM – 9:00 PM', 'Friday: 7:00 AM – 9:00 PM', 'Saturday: 7:00 AM – 9:00 PM', 'Sunday: 7:00 AM – 9:00 PM']",," /AUTHOR: The Youngest Flexer /RATING: 5 /TEXT: I live right next to this park and I'm looking into buying it in the future /AUTHOR: Nekky Sync /RATING: 5 /TEXT: Baseball, Playground, close to home. Close to mall. It's not big but I enjoy it better in the evenings. /AUTHOR: SASalways Smiles /RATING: 3 /TEXT: I usually go early with my with my children to get some exercise to start the day, 95% of the time we utilize the field, I rarely go to the actual playground because it's a bit dated and honestly makes me a bit nervous, and when we do I stick to the smaller play area and the swing set. School playgrounds around this area is much better and up to date. /AUTHOR: James Hendrickson /RATING: 1 /TEXT: People park anyware is crazy, don't like the location /AUTHOR: Gregory Thomas /RATING: 4 /TEXT: The neighborhood is beautiful.And the ball field is nice,alot of kids playing,and dogs running around.I didnt see alot of animal waste around,but i didnt walk all around either.Other than that,very nice place to have a family outing.I perfer a place where no animals are allowed.",-73.851016,40.8234,2022 Linden Boulevard,4.2,Neighborhood Park,11207,,544
Bill Brown Playground,https://maps.googleapis.com/maps/api/place/photo?maxwidth=2448&photoreference=CmRaAAAAd7IXN5S5oLAwImvPBEx5Oq0PTNVKzoACumnYwA2x4FG-O-tUAGhnrL4hcf-gr3pelZ3-RBza7eIgNMGVlvZQ-9WQTJFzP_1mjJ_Ncj0Q6tm1y_lKM5v7IKlFRaq_lZeWEhAhQYdG3NEceaAVLfyZ1lsiGhQ9CXkZ0jSXYkFvbhc_R7bSkizmqA&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,Bronx,"['Monday: 7:00 AM – 9:00 PM', 'Tuesday: 7:00 AM – 9:00 PM', 'Wednesday: 7:00 AM – 9:00 PM', 'Thursday: 7:00 AM – 9:00 PM', 'Friday: 7:00 AM – 9:00 PM', 'Saturday: 7:00 AM – 9:00 PM', 'Sunday: 7:00 AM – 9:00 PM']",," /AUTHOR: The Youngest Flexer /RATING: 5 /TEXT: I live right next to this park and I'm looking into buying it in the future /AUTHOR: Nekky Sync /RATING: 5 /TEXT: Baseball, Playground, close to home. Close to mall. It's not big but I enjoy it better in the evenings. /AUTHOR: SASalways Smiles /RATING: 3 /TEXT: I usually go early with my with my children to get some exercise to start the day, 95% of the time we utilize the field, I rarely go to the actual playground because it's a bit dated and honestly makes me a bit nervous, and when we do I stick to the smaller play area and the swing set. School playgrounds around this area is much better and up to date. /AUTHOR: James Hendrickson /RATING: 1 /TEXT: People park anyware is crazy, don't like the location /AUTHOR: Gregory Thomas /RATING: 4 /TEXT: The neighborhood is beautiful.And the ball field is nice,alot of kids playing,and dogs running around.I didnt see alot of animal waste around,but i didnt walk all around either.Other than that,very nice place to have a family outing.I perfer a place where no animals are allowed.",-73.851016,40.8234,2401 Avenue Y,4.1,Neighborhood Park,11235,,162
