the_geom,uid_merged,uid,idold,idagency,facname,addressnum,streetname,address,city,boro,borocode,zipcode,latitude,longitude,xcoord,ycoord,bin,bbl,commboard,council,censtract,nta,the_geom_webmercator,facgroup,facsubgrp,factype,capacity,util,captype,utilrate,area,areatype,proptype,optype,opname,opabbrev,overlevel,overagency,overabbrev,agencyjuris,datasource,dataname,dataurl,datadate,pgtable,facdomain
0101000020E6100000516B9A779C7B52C0C6151747E5524440,,60575,,NYCDPR: B234,Tilden Playground,4802,Tilden Avenue,4802 Tilden Avenue,Brooklyn,Brooklyn,3,11203,40.647622,-73.931425,1003279.376,175230.0453,,3047330001,317,45,85000,BK91,0101000020110F00009A6E6A251E655FC13A31EA063EEC5241,Parks and Plazas,Parks,Neighborhood Park,,,,,NYCDPR: 1.165,NYCDPR: Acres,City Owned,Public,NYC Department of Parks and Recreation,NYCDPR,NYCDPR: City,NYC Department of Parks and Recreation,NYCDPR,NYCDPR,NYCDCAS;NYCDPR,NYCDCAS: City Owned and Leased Properties;NYCDPR: Parks Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page;NYCDPR: https://data.cityofnewyork.us/City-Government/Parks-Properties/rjaj-zgq7/data,NYCDCAS: 2017-06-01;NYCDPR: 2017-12-21,dcas_facilities_colp;dpr_parksproperties,"Parks, Gardens, and Historical Sites"
0101000020E6100000C4EBFA05BB7E52C070D234289A5F4440,,168504,,NYCDCP: M060007,Murray Hill,115,EAST 34 STREET,115 East 34 Street,New York,Manhattan,1,10016,40.746892,-73.980165,989745.9967,211390.1646,,1008900011,106,2,7200,MN20,0101000020110F00007688FB926A6A5FC1B421E7EA79FA5241,Parks and Plazas,Privately Owned Public Space,Privately Owned Public Space,,,,,,,,Non-public,Not Available,Non-public,"NYCDCP,NYCDOB: City",NYC Department of Buildings;NYC Department of City Planning,NYCDCP;NYCDOB,,NYCDCP,NYCDCP: Privately Owned Public Spaces,,NYCDCP: 2017-10-23,dcp_pops,"Parks, Gardens, and Historical Sites"
0101000020E6100000ECDB4944F87D52C0BFD4CF9B8A4A4440,,107691,,,Abraham Lincoln HS & Athletic,2800,Ocean Parkway,2800 Ocean Parkway,Brooklyn,Brooklyn,3,11235,40.582355,-73.968278,993061.2945,151445.8003,3196293,3072540001,313,47,35400,BK23,0101000020110F0000151AADC21F695FC1AC4E9B3BE5E25241,Parks and Plazas,Recreation and Waterfront Sites,Playing Field,,,,,,,City Owned,Public,NYC Department of Education,NYCDOE,NYCDOE: City,NYC Department of Education,NYCDOE,NYCDOE,NYCDCAS,NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCDCAS: 2017-06-01,dcas_facilities_colp,"Parks, Gardens, and Historical Sites"
0101000020E610000064CE33F6258B52C05740A19E3E504440,,117243,,,Forest Grove Park,,,Elizabeth Grove Road,Staten Island,Staten Island,5,10303,40.626911,-74.174192,935897,167725,,5013800058,501,49,32300,SI12,0101000020110F00000AEC2352827F5FC101F5927946E95241,Parks and Plazas,Preserves and Conservation Areas,Natural Area/Wetland/Wildlife Refuge,,,,,,,City Owned,Public,NYC Department of Parks and Recreation,NYCDPR,NYCDPR: City,NYC Department of Parks and Recreation,NYCDPR,NYCDPR,NYCDCAS,NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCDCAS: 2017-06-01,dcas_facilities_colp,"Parks, Gardens, and Historical Sites"
0101000020E610000066F4A3E1948852C04EEFE2FDB84F4440,30146,83338,,NYCDPR: R078,Northerleigh Park,90,North Avenue,90 North Avenue,Staten Island,Staten Island,5,10302,40.622833,-74.134087,947027.1799,166219.8166,,5003910128,501,49,20100,SI07,0101000020110F0000124A2D34267B5FC1D0B75AF2B0E85241,Parks and Plazas,Parks,Neighborhood Park,,,,,NYCDPR: 3.955,NYCDPR: Acres,City Owned,Public,NYC Department of Parks and Recreation,NYCDPR,NYCDPR: City,NYC Department of Parks and Recreation,NYCDPR,NYCDPR,NYCDCAS;NYCDPR,NYCDCAS: City Owned and Leased Properties;NYCDPR: Parks Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page;NYCDPR: https://data.cityofnewyork.us/City-Government/Parks-Properties/rjaj-zgq7/data,NYCDCAS: 2017-06-01;NYCDPR: 2017-12-21,dcas_facilities_colp;dpr_parksproperties,"Parks, Gardens, and Historical Sites"
0101000020E61000002783A3E4D57752C0207C28D192614440,141561,9576,,NYCDPR: Q070,Trolley Car Triangle,,,Astoria Boulevard,East Elmhurst,Queens,4,11369,40.762293,-73.87243,1019589.785,217026.519,,4013760008,403,21,36100,QN27,0101000020110F00004F08A452B45E5FC11BA523BAAFFC5241,Parks and Plazas,"Streetscapes, Plazas, and Malls",Triangle/Plaza,,,,,NYCDPR: 0.030,NYCDPR: Acres,City Owned,Public,NYC Department of Parks and Recreation,NYCDPR,NYCDPR: City,NYC Department of Parks and Recreation,NYCDPR,NYCDPR,NYCDCAS;NYCDPR,NYCDCAS: City Owned and Leased Properties;NYCDPR: Parks Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page;NYCDPR: https://data.cityofnewyork.us/City-Government/Parks-Properties/rjaj-zgq7/data,NYCDCAS: 2017-06-01;NYCDPR: 2017-12-21,dcas_facilities_colp;dpr_parksproperties,"Parks, Gardens, and Historical Sites"
0101000020E61000002BA4FCA4DA7B52C077D7D9907F564440,,31573,,,PS 243 & Playground,1580,Dean Street,1580 Dean Street,Brooklyn,Brooklyn,3,11213,40.675768,-73.93522,1002218.738,185483.4199,3035761,3013470001,308,36,30900,BK61,0101000020110F00009E94B1C287655FC171CD8CA046F05241,Parks and Plazas,Recreation and Waterfront Sites,Playground,,,,,,,City Owned,Public,NYC Department of Education,NYCDOE,NYCDOE: City,NYC Department of Education,NYCDOE,NYCDOE,NYCDCAS,NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCDCAS: 2017-06-01,dcas_facilities_colp,"Parks, Gardens, and Historical Sites"
0101000020E610000096EA025E667052C0032670EB6E5E4440,107397,107407,,NYCDPR: Q349,Telephone Playground,75-25,Bell Boulevard,75-25 Bell Boulevard,Oakland Gardens,Queens,4,11364,40.73776,-73.756248,1051799.393,208156.2949,4164007,4077530001,411,23,129103,QN42,0101000020110F0000EE7717FE12525FC1F8B0CA7B2AF95241,Parks and Plazas,Recreation and Waterfront Sites,Jointly Operated Playground,,,,,NYCDPR: 1.087,NYCDPR: Acres,City Owned,Public,NYC Department of Parks and Recreation,NYCDPR,NYCDPR: City,NYC Department of Parks and Recreation,NYCDPR,NYCDOE;NYCDPR,NYCDCAS;NYCDPR,NYCDCAS: City Owned and Leased Properties;NYCDPR: Parks Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page;NYCDPR: https://data.cityofnewyork.us/City-Government/Parks-Properties/rjaj-zgq7/data,NYCDCAS: 2017-06-01;NYCDPR: 2017-12-21,dcas_facilities_colp;dpr_parksproperties,"Parks, Gardens, and Historical Sites"
0101000020E610000055BE6724427B52C022FE614B8F6A4440,,122336,,NYCDPR: X105,Jerome Slope,,,Jerome Avenue,Bronx,Bronx,2,10452,40.832498,-73.925912,1004752.464,242587.4706,,2025040112,204,8,18900,BX26,0101000020110F0000125156B884645FC1F6A89A9DC4065341,Parks and Plazas,Preserves and Conservation Areas,Nature Area,,,,,NYCDPR: 0.787,NYCDPR: Acres,City Owned,Public,NYC Department of Parks and Recreation,NYCDPR,NYCDPR: City,NYC Department of Parks and Recreation,NYCDPR,NYCDPR,NYCDCAS;NYCDPR,NYCDCAS: City Owned and Leased Properties;NYCDPR: Parks Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page;NYCDPR: https://data.cityofnewyork.us/City-Government/Parks-Properties/rjaj-zgq7/data,NYCDCAS: 2017-06-01;NYCDPR: 2017-12-21,dcas_facilities_colp;dpr_parksproperties,"Parks, Gardens, and Historical Sites"
0101000020E610000062484E266E7952C06F9F55664A714440,,9690,,NYCDPR: X150K,Park,3829,Bailey Avenue,3829 Bailey Avenue,Bronx,Bronx,2,10463,40.885083,-73.897348,1012634.484,261754.2376,,2032710074,208,11,27900,BX28,0101000020110F0000B20F9FC969615FC111138E8B530E5341,Parks and Plazas,"Streetscapes, Plazas, and Malls",Strip,,,,,NYCDPR: 0.098,NYCDPR: Acres,City Owned,Public,NYC Department of Parks and Recreation,NYCDPR,NYCDPR: City,NYC Department of Parks and Recreation,NYCDPR,,NYCDPR,NYCDPR: Parks Properties,NYCDPR: https://data.cityofnewyork.us/City-Government/Parks-Properties/rjaj-zgq7/data,NYCDPR: 2017-12-21,dpr_parksproperties,"Parks, Gardens, and Historical Sites"
0101000020E61000008DF161F6B27F52C0EDF0D7648D4A4440,,95850,,,Coney Island Boat Basin,2690,Bay   49 Street,2690 Bay   49 Street,Brooklyn,Brooklyn,3,11214,40.58244,-73.995298,985556,151475,,3069460705,313,43,31400,BK26,0101000020110F0000A0C63EB90F6C5FC18783F958E8E25241,Parks and Plazas,Parks,Park,,,,,,,City Owned,Public,NYC Department of Parks and Recreation,NYCDPR,NYCDPR: City,NYC Department of Parks and Recreation,NYCDPR,NYCDPR,NYCDCAS,NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCDCAS: 2017-06-01,dcas_facilities_colp,"Parks, Gardens, and Historical Sites"
0101000020E610000048F949B54F8052C0E960FD9FC3564440,,113283,,,PS 27 And Playground,401,Columbia Street,401 Columbia Street,Brooklyn,Brooklyn,3,11231,40.677845,-74.004865,982900.6236,186233.7071,3008342,3005250001,306,38,5900,BK33,0101000020110F00009E66D5F8196D5FC1656509D892F05241,Parks and Plazas,Recreation and Waterfront Sites,Playground,,,,,,,City Owned,Public,NYC Department of Education,NYCDOE,NYCDOE: City,NYC Department of Education,NYCDOE,NYCDOE,NYCDCAS,NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCDCAS: 2017-06-01,dcas_facilities_colp,"Parks, Gardens, and Historical Sites"
0101000020E6100000616BB6F2927052C062F6B2EDB45D4440,,9662,,NYCDPR: Q084,Grand Central Parkway,80-53,211 Street,80-53 211 Street,Queens Village,Queens,4,11427,40.732084,-73.758969,1051051.085,206086.4232,4164626,4077850016,411,23,129102,QN42,0101000020110F00004F8CB6B75E525FC1ECFF7D045AF85241,Parks and Plazas,"Streetscapes, Plazas, and Malls",Parkway,,,,,NYCDPR: 150.516,NYCDPR: Acres,City Owned,Public,NYC Department of Parks and Recreation,NYCDPR,NYCDPR: City,NYC Department of Parks and Recreation,NYCDPR,,NYCDPR,NYCDPR: Parks Properties,NYCDPR: https://data.cityofnewyork.us/City-Government/Parks-Properties/rjaj-zgq7/data,NYCDPR: 2017-12-21,dpr_parksproperties,"Parks, Gardens, and Historical Sites"
0101000020E610000090A0F831E67652C0711FB935E9544440,123302;123304;123318;123319;50528;57929;57951;57962,123290,,,Spring Creek Park Q165,,,Cozine Avenue,Brooklyn,Queens,4,11208,40.663367,-73.8578,1023701,180991,,4114550001;4114550011;4114550016;4114550031;4114550035;4114550047;4114550052;4114550057;4114550080,410,32,6202,QN57,0101000020110F000044A2F92B1D5D5FC186A3509D7FEE5241,Parks and Plazas,Preserves and Conservation Areas,Natural Area/Wetland/Wildlife Refuge,,,,,,,City Owned,Public,NYC Department of Parks and Recreation,NYCDPR,NYCDPR: City,NYC Department of Parks and Recreation,NYCDPR,NYCDPR,NYCDCAS,NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCDCAS: 2017-06-01,dcas_facilities_colp,"Parks, Gardens, and Historical Sites"
0101000020E61000009BE447FC8A7A52C0D1E80E62676A4440,165146,164777,,NYCDPR: X115,Mott Playground,,,Morris Avenue,Bronx,Bronx,2,10456,40.83128,-73.914733,1007846.304,242146.4376,,2024380010,204,16,17500,BX14,0101000020110F0000D4BA239C4D635FC1CE79E7D097065341,Parks and Plazas,Recreation and Waterfront Sites,Jointly Operated Playground,,,,,NYCDPR: 0.959,NYCDPR: Acres,City Owned,Public,NYC Department of Parks and Recreation,NYCDPR,NYCDPR: City,NYC Department of Parks and Recreation,NYCDPR,NYCDPR,NYCDCAS;NYCDPR,NYCDCAS: City Owned and Leased Properties;NYCDPR: Parks Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page;NYCDPR: https://data.cityofnewyork.us/City-Government/Parks-Properties/rjaj-zgq7/data,NYCDCAS: 2017-06-01;NYCDPR: 2017-12-21,dcas_facilities_colp;dpr_parksproperties,"Parks, Gardens, and Historical Sites"
0101000020E6100000A6EECA2E187B52C0A37895B54D6B4440,,34898,,NYCDPR: X067,Martin Luther King Triangle,,,Shakespeare Avenue,Bronx,Bronx,2,10452,40.838309,-73.923351,1005459.171,244705.2579,,2025170100,204,16,21100,BX26,0101000020110F0000609AA0723D645FC1960FF05C9A075341,Parks and Plazas,"Streetscapes, Plazas, and Malls",Triangle/Plaza,,,,,NYCDPR: 0.104,NYCDPR: Acres,City Owned,Public,NYC Department of Parks and Recreation,NYCDPR,NYCDPR: City,NYC Department of Parks and Recreation,NYCDPR,NYCDPR,NYCDCAS;NYCDPR,NYCDCAS: City Owned and Leased Properties;NYCDPR: Parks Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page;NYCDPR: https://data.cityofnewyork.us/City-Government/Parks-Properties/rjaj-zgq7/data,NYCDCAS: 2017-06-01;NYCDPR: 2017-12-21,dcas_facilities_colp;dpr_parksproperties,"Parks, Gardens, and Historical Sites"
0101000020E61000009B5434D6FE8652C0F0F78BD9924D4440,,199903,,NYCDPR: R115,Deere Park,,,Mohn Place,Staten Island,Staten Island,5,10301,40.606044,-74.109304,953899.4921,160093.6536,,5006830300,502,50,17700,SI24,0101000020110F0000B829FF7E74785FC168B8997049E65241,Parks and Plazas,Preserves and Conservation Areas,Nature Area,,,,,NYCDPR: 39.779,NYCDPR: Acres,City Owned,Public,NYC Department of Parks and Recreation,NYCDPR,NYCDPR: City,NYC Department of Parks and Recreation,NYCDPR,NYCDPR,NYCDCAS;NYCDPR,NYCDCAS: City Owned and Leased Properties;NYCDPR: Parks Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page;NYCDPR: https://data.cityofnewyork.us/City-Government/Parks-Properties/rjaj-zgq7/data,NYCDCAS: 2017-06-01;NYCDPR: 2017-12-21,dcas_facilities_colp;dpr_parksproperties,"Parks, Gardens, and Historical Sites"
0101000020E61000002D944C4EED7B52C01FD8F15F20664440,134784,134776,,NYCDPR: M323,Diamante Garden,306,East 118 Street,306 East 118 Street,New York,Manhattan,1,10035,40.797863,-73.936359,1001870.523,229966.2882,,1016890047,111,8,18800,MN34,0101000020110F000051747075A7655FC1EFCA3D04CB015341,Parks and Plazas,Gardens,Garden,,,,,NYCDPR: 0.192,NYCDPR: Acres,City Owned,Public,NYC Department of Parks and Recreation,NYCDPR,NYCDPR: City,NYC Department of Parks and Recreation,NYCDPR,NYCDPR,NYCDCAS;NYCDPR,NYCDCAS: City Owned and Leased Properties;NYCDPR: Parks Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page;NYCDPR: https://data.cityofnewyork.us/City-Government/Parks-Properties/rjaj-zgq7/data,NYCDCAS: 2017-06-01;NYCDPR: 2017-12-21,dcas_facilities_colp;dpr_parksproperties,"Parks, Gardens, and Historical Sites"
0101000020E610000036CEA623806F52C071AAB5300B534440,,58986,,NYCDPR: Q454,Hook Creek Park,,,Brookville Boulevard,Rosedale,Queens,4,11422,40.648779,-73.742196,1055788.899,175749.1818,,4137690100,413,31,66400,QN05,0101000020110F0000EB4D5BED8B505FC13EFD317768EC5241,Parks and Plazas,Preserves and Conservation Areas,Nature Area,,,,,NYCDPR: 111.205,NYCDPR: Acres,City Owned,Public,NYC Department of Parks and Recreation,NYCDPR,NYCDPR: City,NYC Department of Parks and Recreation,NYCDPR,NYCDPR,NYCDCAS;NYCDPR,NYCDCAS: City Owned and Leased Properties;NYCDPR: Parks Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page;NYCDPR: https://data.cityofnewyork.us/City-Government/Parks-Properties/rjaj-zgq7/data,NYCDCAS: 2017-06-01;NYCDPR: 2017-12-21,dcas_facilities_colp;dpr_parksproperties,"Parks, Gardens, and Historical Sites"
0101000020E61000007061DD78777252C00CCEE0EF175B4440,,170792,,,Major John W. Mark Park,,,Hillside Avenue,Jamaica,Queens,4,11432,40.711668,-73.788542,1042873,198627,,4098310050,412,27,46200,QN61,0101000020110F00004411FFBA95555FC151EA51556CF55241,Parks and Plazas,Parks,Park,,,,,,,City Owned,Public,NYC Department of Parks and Recreation,NYCDPR,NYCDPR: City,NYC Department of Parks and Recreation,NYCDPR,NYCDPR,NYCDCAS,NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCDCAS: 2017-06-01,dcas_facilities_colp,"Parks, Gardens, and Historical Sites"
0101000020E6100000DDB6EF517F7C52C0209A79724D674440,21538,78968,,NYCDPR: M362,W 124th Street Community Garden,77,West 124 Street,77 West 124 Street,New York,Manhattan,1,10027,40.807051,-73.945271,999400.8895,233312.2978,,1017220005,110,9,20000,MN11,0101000020110F0000CEBC837A9F665FC160142AD01C035341,Parks and Plazas,Gardens,Garden,,,,,NYCDPR: 0.046,NYCDPR: Acres,City Owned,Public,NYC Department of Parks and Recreation,NYCDPR,NYCDPR: City,NYC Department of Parks and Recreation,NYCDPR,NYCDPR,NYCDCAS;NYCDPR,NYCDCAS: City Owned and Leased Properties;NYCDPR: Parks Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page;NYCDPR: https://data.cityofnewyork.us/City-Government/Parks-Properties/rjaj-zgq7/data,NYCDCAS: 2017-06-01;NYCDPR: 2017-12-21,dcas_facilities_colp;dpr_parksproperties,"Parks, Gardens, and Historical Sites"
0101000020E61000006F4BE482337E52C0139CFA40F2644440,,137867,,,PS 166 Playground,120,West   89 Street,120 West   89 Street,New York,Manhattan,1,10024,40.788643,-73.971894,992033,226602,,1012190041,107,6,17300,MN12,0101000020110F00007F92AD6484695FC1C2A92B1778005341,Parks and Plazas,Parks,Park,,,,,,,City Owned,Public,NYC Department of Education,NYCDOE,NYCDOE: City,NYC Department of Education,NYCDOE,NYCDOE,NYCDCAS,NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCDCAS: 2017-06-01,dcas_facilities_colp,"Parks, Gardens, and Historical Sites"
0101000020E610000099F4F752787952C03BC780ECF55E4440,,9568,,NYCDPR: Q341B,Latham Park,43,Avenue,43 Avenue,Woodside,Queens,4,11377,40.74188,-73.897969,1012523.413,209579.8716,,4013430119,402,26,24700,QN63,0101000020110F00008136E7117B615FC191DD01D0C1F95241,Parks and Plazas,"Streetscapes, Plazas, and Malls",Triangle/Plaza,,,,,NYCDPR: 0.019,NYCDPR: Acres,City Owned,Public,NYC Department of Parks and Recreation,NYCDPR,NYCDPR: City,NYC Department of Parks and Recreation,NYCDPR,NYCDPR,NYCDCAS;NYCDPR,NYCDCAS: City Owned and Leased Properties;NYCDPR: Parks Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page;NYCDPR: https://data.cityofnewyork.us/City-Government/Parks-Properties/rjaj-zgq7/data,NYCDCAS: 2017-06-01;NYCDPR: 2017-12-21,dcas_facilities_colp;dpr_parksproperties,"Parks, Gardens, and Historical Sites"
0101000020E6100000EB1C03B2D77F52C01E8CD82780564440,131258,4007,,NYCDPR: B118B,St. Mary's Park,440,Smith Street,440 Smith Street,Brooklyn,Brooklyn,3,11231,40.675786,-73.99754,984932.2201,185483.328,,3004740025,306,39,7700,BK33,0101000020110F0000BE9D411E4E6C5FC11404A44947F05241,Parks and Plazas,Recreation and Waterfront Sites,Playground,,,,,NYCDPR: 0.359,NYCDPR: Acres,City Owned,Public,NYC Department of Parks and Recreation,NYCDPR,NYCDPR: City,NYC Department of Parks and Recreation,NYCDPR,NYCDPR,NYCDCAS;NYCDPR,NYCDCAS: City Owned and Leased Properties;NYCDPR: Parks Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page;NYCDPR: https://data.cityofnewyork.us/City-Government/Parks-Properties/rjaj-zgq7/data,NYCDCAS: 2017-06-01;NYCDPR: 2017-12-21,dcas_facilities_colp;dpr_parksproperties,"Parks, Gardens, and Historical Sites"
0101000020E610000033C2DB83107B52C030682101A3574440,,21527,,NYCDPR: B574,Halsey and Ralph Garden,774,Halsey Street,774 Halsey Street,Brooklyn,Brooklyn,3,11233,40.684662,-73.922883,1005637.857,188726.5516,,3014930001,303,41,37700,BK35,0101000020110F0000C0CE626C30645FC1F3ECB1038DF15241,Parks and Plazas,Gardens,Garden,,,,,NYCDPR: 0.071,NYCDPR: Acres,,Public,NYC Department of Parks and Recreation,NYCDPR,NYCDPR: City,NYC Department of Parks and Recreation,NYCDPR,,NYCDPR,NYCDPR: Parks Properties,NYCDPR: https://data.cityofnewyork.us/City-Government/Parks-Properties/rjaj-zgq7/data,NYCDPR: 2017-12-21,dpr_parksproperties,"Parks, Gardens, and Historical Sites"
0101000020E6100000F0DB10E3357F52C0E469F981AB544440,,77422,,NYCDPR: B255F,Detective Joseph Mayrose Park,,,,Brooklyn,Brooklyn,3,11215,40.661484,-73.987664,987672.5696,180273.0612,,,307,38,14900,BK37,0101000020110F000004B436453B6B5FC13EB317883AEE5241,Parks and Plazas,Parks,Neighborhood Park,,,,,NYCDPR: 1.352,NYCDPR: Acres,,Public,NYC Department of Parks and Recreation,NYCDPR,NYCDPR: City,NYC Department of Parks and Recreation,NYCDPR,,NYCDPR,NYCDPR: Parks Properties,NYCDPR: https://data.cityofnewyork.us/City-Government/Parks-Properties/rjaj-zgq7/data,NYCDPR: 2017-12-21,dpr_parksproperties,"Parks, Gardens, and Historical Sites"
0101000020E61000009DD497A59D7752C0906802452C6E4440,,74290,,,PS 96 & Playground,650,Waring Avenue,650 Waring Avenue,Bronx,Bronx,2,10467,40.860726,-73.868997,1020487.09,252890.3497,2049999,2043410013,211,15,33201,BX07,0101000020110F0000A3AC69C8545E5FC1F05BC71BD30A5341,Parks and Plazas,Recreation and Waterfront Sites,Playground,,,,,,,City Owned,Public,NYC Department of Education,NYCDOE,NYCDOE: City,NYC Department of Education,NYCDOE,NYCDOE,NYCDCAS,NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCDCAS: 2017-06-01,dcas_facilities_colp,"Parks, Gardens, and Historical Sites"
0101000020E6100000704221020E7E52C028F224E99A614440,,166943,,NYCDCP: M050005,"499 PARK AVENUE, New York, NY 10022",499,PARK AVENUE,499 Park Avenue,New York,Manhattan,1,10022,40.76254,-73.969605,992670.0444,217092.0776,,1013130004,105,4,11203,MN19,0101000020110F00007561D1B044695FC1640376CDB8FC5241,Parks and Plazas,Privately Owned Public Space,Privately Owned Public Space,,,,,,,,Non-public,Not Available,Non-public,"NYCDCP,NYCDOB: City",NYC Department of Buildings;NYC Department of City Planning,NYCDCP;NYCDOB,,NYCDCP,NYCDCP: Privately Owned Public Spaces,,NYCDCP: 2017-10-23,dcp_pops,"Parks, Gardens, and Historical Sites"
0101000020E6100000E8A4F78DAF7B52C0F6EB4E779E664440,,18846,,,Wagner Houses Pool,2435,1 Avenue,2435 1 Avenue,New York,Manhattan,1,10035,40.801711,-73.93259,1002913,231369,,1018010005,111,8,24200,MN34,0101000020110F0000B9A065913E655FC1C0B8847B58025341,Parks and Plazas,Recreation and Waterfront Sites,Outdoor Pool,,,,,,,City Owned,Public,NYC Department of Parks and Recreation,NYCDPR,NYCDPR: City,NYC Department of Parks and Recreation,NYCDPR,NYCDPR,NYCDCAS,NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCDCAS: 2017-06-01,dcas_facilities_colp,"Parks, Gardens, and Historical Sites"
0101000020E610000061C1FD80077752C0B40584D6C3674440,,56385,,NYSDEC: 905,Bronx River Trail,,,Thieriot Avenue,Bronx,Bronx,2,10473,40.810664,-73.859833,1023051.105,234654.7435,,2034520060,209,18,200,BX09,0101000020110F0000360AFABF555D5FC179B065A8A1035341,Parks and Plazas,Preserves and Conservation Areas,Trailway,,,,,NYSDEC: 0.165,NYSDEC: Acres,,Public,NYS Department of Environmental Conservation,NYSDEC,NYSDEC: State,NYS Department of Environmental Conservation,NYSDEC,,NYSDEC,"NYSDEC: Lands - Under the Care, Custody, and Control of DEC",NYSDEC: http://gis.ny.gov/gisdata/inventories/details.cfm?DSID=1114,NYSDEC: 2017-04-01,nysdec_facilities_lands,"Parks, Gardens, and Historical Sites"
0101000020E610000001A5A146217D52C02DEA93DC614D4440,,167516,,,IS 234 & Playground,1875,East   17 Street,1875 East   17 Street,Brooklyn,Brooklyn,3,11229,40.604549,-73.955156,996702.2164,159532.968,3184057,3068210244,315,48,55800,BK44,0101000020110F00009760AD93B2675FC15C3080A312E65241,Parks and Plazas,Recreation and Waterfront Sites,Playground,,,,,,,City Owned,Public,NYC Department of Education,NYCDOE,NYCDOE: City,NYC Department of Education,NYCDOE,NYCDOE,NYCDCAS,NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCDCAS: 2017-06-01,dcas_facilities_colp,"Parks, Gardens, and Historical Sites"
0101000020E610000064B2B8FFC88C52C0FCAA5CA8FC414440,115682;115688;115727;39642,115678,,,Lemon Creek Park,91,Trenton Court,91 Trenton Court,Staten Island,Staten Island,5,10309,40.515523,-74.199768,928705,127159,5082852,5066900001;5066940001;5066940135;5066940145;5066940173,503,51,19800,SI01,0101000020110F00004CDE01194A825FC14F3C3B7B55D95241,Parks and Plazas,Parks,Park,,,,,,,City Owned,Public,NYC Department of Parks and Recreation,NYCDPR,NYCDPR: City,NYC Department of Parks and Recreation,NYCDPR,NYCDPR,NYCDCAS,NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCDCAS: 2017-06-01,dcas_facilities_colp,"Parks, Gardens, and Historical Sites"
0101000020E61000004D1421753B7952C03691990B5C6E4440,,51339,,NYCDOT: 40,Bryan Park,321,East Fordham Road,321 East Fordham Road,Bronx,Bronx,2,10458,40.862184,-73.894254,1013500,253412.0001,,2030230200,207,15,39901,BX05,0101000020110F000055BF94AE13615FC1048C72C2080B5341,Parks and Plazas,"Streetscapes, Plazas, and Malls",Pedestrian Plaza,,,,,,,City Owned,Public,NYC Department of Transportation,NYCDOT,NYCDOT: City,NYC Department of Transportation,NYCDOT,NYCDPR,NYCDCAS;NYCDOT,NYCDCAS: City Owned and Leased Properties;NYCDOT: Plaza Program,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCDCAS: 2017-06-01;NYCDOT: 2017-02-24,dcas_facilities_colp;dot_facilities_pedplazas,"Parks, Gardens, and Historical Sites"
