Name,type,boro,zipcode,longitude,latitude,address,summary
Straus Park,Triangle/Plaza,Manhattan,10025,-73.968176,40.801747,2761 Broadway,Straus Park is a small landscaped park on the Upper West Side of Manhattan at the intersection of Broadway West End Avenue and 106th Street The most notable feature is a bronze 1913 statue by American artist Augustus Lukeman of a nymph gazing over a calm expanse of water in memory of Ida and Isidor Straus husband and wife he a United States congressman and coowner of Macys who died together on RMS Titanic The model for the statue was Audrey Munson On the memorial is carved a passage from Second Samuel 123 Lovely and pleasant were they in their lives and in their death they were not parted The passage refers to Idas choice to stay with her beloved husband Isidor rather than get safely into a lifeboatThe Strauses lived in a house at 2747 Broadway between 105th and 106th Streets one block south of the location of the memorialThe park exists on a small triangle of land at the intersection of Broadway and West End Avenue It was known as Schuyler Square when acquired by the city in 1895 and was renamed Bloomingdale Square in 1907 Between 1995 and 1997 Straus Park was renovated and expanded to the west by the addition of 15 feet of West End Avenue An endowment established by the Straus family funded the transformation of a neglected reflecting pool in front of the sculpture into a planting bed The Friends of Straus Park fund maintenance and the planting of seasonal flowers
Trump Tower,Privately Owned Public Space,Manhattan,10022,-73.973894,40.762311,725 Fifth Avenue,Trump Tower is a 58floor 664foottall 202 m mixeduse skyscraper at 721725 Fifth Avenue between 56th and 57th Streets in Midtown Manhattan New York City Trump Tower serves as the headquarters for The Trump Organization Additionally it houses the penthouse condominium residence of the buildings namesake and developer US President Donald Trump who is also a businessman and real estate developer Several members of the Trump family also live or have resided in the building The tower stands on a plot where the flagship store of departmentstore chain Bonwit Teller was formerly located Der Scutt of Poor Swanke Hayden Connell designed Trump Tower and Trump and the Equitable Life Assurance Company now the AXA Equitable Life Insurance Company developed it Although it is in one of Midtown Manhattans special zoning districts the tower was approved because it was to be built as a mixeduse development Trump was permitted to add more stories to the tower because of the atrium on the ground floor There were controversies during construction including the destruction of historically important sculptures from the Bonwit Teller store Trumps alleged underpaying of contractors and a lawsuit that Trump filed because the tower was not taxexempt Construction on the building began in 1979 The atrium apartments offices and stores opened on a staggered schedule from February to November 1983 At first there were few tenants willing to move in to the commercial and retail spaces the residential units were sold out within months of opening Since 2016 the tower has seen a large increase in visitation because of Trumps 2016 presidential campaign and subsequent electionboth his 2016 and 2020 campaigns are headquartered in the tower
McCarren Park,Community Park,Brooklyn,11222,-73.949939,40.720126,776 Lorimer Street,McCarren Park is a public park in Brooklyn New York City It is located in both Williamsburg Brooklyn and Greenpoint Brooklyn and is bordered by Nassau Avenue Bayard Street Lorimer Street and North 12th Street It is operated by the New York City Department of Parks and Recreation Opened in 1906 and originally named Greenpoint Park the park was renamed McCarren Park in 1909 after State Senator Patrick H McCarren 18491909 who began work as a cooper at Williamsburg sugar refineries and eventually became the Democratic boss of Brooklyn The park is a popular destination for recreational softball volleyball soccer handball and other games It is also used for sunbathing and dogwalking In late 2004 the parks track was resurfaced and has been a popular destination for running enthusiasts Events on the baseball fields of McCarren Park include members of the punk and indie communities gathering to participate in leaguecontrolled kickball tournaments For several years the baseball fields have hosted tournament play for the Hasidim weekend afternoons provide Tball and softball games for organized area youth groups Latino families and friends often utilize the fields to play soccer and volleyball into the late hours of the night Since June 2003 McCarren Park has hosted SummerScreen in McCarren Park and The Renegade Craft Fair a DIY event The fair attracts artists and creative types featuring a wide range of merchandise such as reconstructed clothing comic books tote bags and other handmade goods
Elmhurst Park,Community Park,Queens,11373,-73.885247,40.728934,Grand Avenue,Elmhurst Park is a 622acre 252 ha public park located in Elmhurst Queens New York City The site was formerly home to the Elmhurst gas tanks officially the Newtown Holder Station a pair of large natural gas storage gasometers that were 200 feet 61 m tall The area is bordered on the south by 57th Avenue and the Long Island Expressway on the north by Grand Avenue on the west by the CSXoperated Fremont Secondary and on the east by 80th Street The park is owned and operated by the New York City Department of Parks and Recreation 
Socrates Sculpture Park,Neighborhood Park,Queens,11106,-73.936582,40.768808,31-30 Vernon Boulevard,Socrates Sculpture Park is an outdoor museum and public park where artists can create and exhibit sculptures and multimedia installations It is located one block from the Noguchi Museum at the intersection of Broadway and Vernon Boulevard in the neighborhood of Astoria Queens New York City In addition to exhibition space the park offers an arts education program artist residency program and job training
Mount Prospect Park,Neighborhood Park,Brooklyn,11238,-73.966644,40.671578,Flatbush Avenue,Mount Prospect Park is a 779acre 315 ha park in the central portion of the New York City borough of Brooklyn It includes Mount Prospect the second highest point in Brooklyn It is located on Eastern Parkway near Underhill Avenue close to Grand Army Plaza The park is operated by the New York City Department of Parks and RecreationIt is not the same as the much larger and betterknown Prospect Park which is across Flatbush Avenue from Mount Prospect Park Mount Prospect Park shares a parcel of land with three other Brooklyn cultural institutionsthe Brooklyn Museum to the east Brooklyn Botanic Garden to the south and the Central Library of the Brooklyn Public Library to the west 
Asphalt Green,Special Recreational Facility - Indoor,Manhattan,10128,-73.943436,40.778223,555 East   90 Street,The Municipal Asphalt Plant is located in Manhattans Upper East Side in New York City The building was built in 1941It currently serves as home to Asphalt Green a pool and fitness center that opened in 1984It was added to the National Register of Historic Places in 1980
Citigroup Center,Privately Owned Public Space,Manhattan,10022,-73.970037,40.758398,153 East 53 Street,The Citigroup Center formerly Citicorp Center and now known by its address 601 Lexington Avenue is an office tower in New York City located at 53rd Street between Lexington Avenue and Third Avenue in midtown Manhattan It was built in 1977 to house the headquarters of Citibank It is 915 feet 279 m tall and has 59 floors with 13 million square feet 120000 m² of office space The building is one of the most distinctive and imposing in New Yorks skyline thanks to a 45 angled top and a unique stiltstyle base It was designed by architect Hugh Stubbins and structural engineer William LeMessurier The building is currently owned by Boston Properties and in 2009 was renamed 601 Lexington Avenue
Crocheron Park,Community Park,Queens,11361,-73.769361,40.772045,35 Avenue,Crocheron Park is a public park situated at 214th Street and 35th Avenue in Bayside Queens New York City
Marcus Garvey Park,Community Park,Manhattan,10027,-73.943669,40.804486,18 Mt Morris Park West,Marcus Garvey Park formerly and also named Mount Morris Park is located in Harlem and East Harlem neighborhoods in the New York City borough of Manhattan The 2017acre 81600 m2 park centered on a massive and steep outcropping of schist and surrounded by flat lawns and playing fields interrupts the flow of Fifth Avenue traffic which is routed around the park via Mount Morris Park West The park is bounded by 120th Street and 124th Street and by Madison Avenue on its east side The park is operated and maintained by the New York City Department of Parks and Recreation
Brooklyn Heights Promenade,Parkway,Brooklyn,11201,-73.998758,40.694356,Grace Court,The Brooklyn Heights Promenade also called the Esplanade is a 1826foot 557 mlong platform and pedestrian walkway cantilevered over the BrooklynQueens Expressway Interstate 278 in Brooklyn Heights Brooklyn New York City United States With views of Lower Manhattans skyline and the New York Harbor it came about as the unplanned byproduct of competing proposals for the highways route that were resolved in the midst of World War II Actual construction came after the war As a structure constructed over a roadway the Promenade is owned by the NYCDOT and is not considered a park however NYC Parks maintains the entire PromenadeThe Promenade runs between the Brooklyn Bridge and the ramp north of Atlantic Avenue The walkway itself is curtailed at both ends Due to the areas topography the Promenade is four stories from top to bottom they are the walkway eastbound I278 westbound I278 and Furman Street
Red Hook Park,Community Park,Brooklyn,11231,-74.004045,40.672383,140 Lorraine Street,Red Hook is a neighborhood in the New York City borough of Brooklyn New York It is located on a peninsula projecting into the Upper New York Harbor A prosperous shipping and port area in the early 20th century the area declined in the latter part of the century The neighborhood is part of Brooklyn Community Board 6
Rockaway Community Park,Natural Area/Wetland/Wildlife Refuge,Queens,11692,-73.78895,40.595314,Beach 59 Street,Edgemere Landfill is a former municipal landfill located in Edgemere on the Rockaway peninsula in Queens New York City It is located on a manmade peninsula on the Jamaica Bay shoreline at the eastern end of the Rockaway peninsula A portion of the site is currently open to the public as Rockaway Community Park formerly Edgemere Park The entire site is owned by the New York City Department of Parks and Recreation The landfill began operations in June 1938 merging several islands in the Jamaica Bay marshland and connecting them to the main Rockaway Peninsula Shortly afterward a portion of the site was used as the Rockaway Airport Edgemere Park was conceived for the landfill site in the 1950s by New York City Parks Commissioner Robert Moses as part of the infrastructure for the adjacent Edgemere Houses housing project The site along with several other planned parks in the city continued operations as a landfill in order to fill the marshland for park development The small portion of Rockaway Community Park adjacent to the Edgemere Houses was developed in the 1960s During its operation the landfill was a dumping site for toxic chemicals and waste oil and served as a hazard to nearby John F Kennedy International Airport by attracting birds Following the discovery of toxic waste drums in the landfill in 1983 the landfill was declared a Superfund site It was closed in 1991 and capped afterwards The peak of the landfill is the tallest point in the Rockaways measuring 70 feet 21 m high The landfill is claimed to be the longest continuously operating dump in the United States accepting waste from 1938 to 1991 It is also one of the oldest landfills in New York City and was the secondtolast city landfill to remain in operation The final landfill Fresh Kills Landfill in Staten Island closed in 2001
Trump World Tower,Privately Owned Public Space,Manhattan,10017,-73.967794,40.752516,845 First Avenue,Trump World Tower is a residential condominium in Midtown Manhattan New York City The building was developed by Donald Trump and opened in 2001 The tower is located at 845 United Nations Plaza First Avenue between 47th and 48th Streets Manhattan Construction began in 1999 and concluded in 2001
Flushing Meadows Park,Neighborhood Park,Queens,11368,-73.848553,40.751273,114 Street,Flushing MeadowsCorona Park often referred to as Flushing Meadows Park or simply Flushing Meadows is a public park in the northern part of Queens New York City It contains the USTA Billie Jean King National Tennis Center the current venue for the US Open tennis tournament Citi Field the home of the New York Mets baseball team the New York Hall of Science the Queens Museum of Art the Queens Theatre in the Park the Queens Zoo and the New York State Pavilion It formerly contained Shea Stadium demolished in 2009 Flushing MeadowsCorona Park was created as the site of the 19391940 New York Worlds Fair and also hosted the 19641965 New York Worlds Fair The park is bounded by I678 Van Wyck Expressway on the east Grand Central Parkway on the west Flushing Bay on the north and Union Turnpike on the south Flushing MeadowsCorona Park is the fourthlargest public park in New York City with a total area of 897 acres 363 ha Until the New York City Department of Parks and Recreation NYC Parks conducted a survey of New York City park areas in 2013 the park was believed to be 1255 acres 508 ha in size It is owned and maintained by NYC Parks Private nonprofit groups such as the Flushing MeadowsCorona Park Conservancy and the Alliance for Flushing MeadowsCorona Park provide additional funds services and support The park is at the eastern edge of the area encompassed by Queens Community Board 4
Washington Square Park,Neighborhood Park,Manhattan,10011,-73.997603,40.730891,3 Washington Square N,Washington Square Park is a 975acre 39500 m2 public park in the Greenwich Village neighborhood of Lower Manhattan New York City One of the best known of New York Citys 1900 public parks it is a landmark as well as a meeting place and center for cultural activity It is operated by the New York City Department of Parks and Recreation The park is an open space dominated by the Washington Square Arch at the northern gateway to the park with a tradition of celebrating nonconformity The parks fountain area has long been one of the citys popular spots for residents and tourists Most of the buildings surrounding the park now belong to New York University but many have at one time served as homes and studios for artists Some of the buildings have been built by NYU while others have been converted from their former uses into academic and residential buildings
Sakura Park,Neighborhood Park,Manhattan,10027,-73.962079,40.813069,Riverside Drive,Sakura Park is a public park located toward the northern end of the Morningside Heights neighborhood in Manhattan New York City between Riverside Drive and Claremont Avenue north of West 122nd Street Sandwiched between Riverside Church on the south the Manhattan School of Music on the east Grants Tomb on the west and International House on its northern side it is a small but historic piece of the New York City Department of Parks and Recreations park system
Paramount Plaza,Privately Owned Public Space,Manhattan,10097,-73.984702,40.762107,1633 Broadway,Paramount Plaza formerly the Uris Building or 1633 Broadway is a 48story skyscraper on Broadway in Midtown Manhattan New York City that houses two Broadway theatres Rising to 670 ft 204 m it is the 84th tallest building in New York
Washington Market Park,Neighborhood Park,Manhattan,10007,-74.011553,40.717091,Greenwich Street,Washington Market Park is an urban park located in the TriBeCa neighborhood of Lower Manhattan in New York City The park which is bounded by Greenwich Chambers and West Streets covers 161acre 6500 m2 The park also has community gardens and a large playground and hosts many community events
Central Park,Flagship Park,Manhattan,10023,-73.965558,40.782484,1000 5 Avenue,Central Park is an urban park in Manhattan New York City It is located between the Upper West Side and Upper East Side roughly bounded by Fifth Avenue on the east Central Park West Eighth Avenue on the west Central Park South 59th Street on the south and Central Park North 110th Street on the north Central Park is the most visited urban park in the United States with 40 million visitors in 2013 and one of the most filmed locations in the world In terms of area Central Park is the fifth largest park in New York City covering 843 acres 341 ha The park was established in 1857 on 778 acres 315 ha of land acquired by the city In 1858 landscape architect Frederick Law Olmsted and architectlandscape designer Calvert Vaux won a design competition to improve and expand the park with a plan they titled the Greensward Plan Construction began the same year and the parks first area was opened to the public in the winter of 1858 Construction north of the park continued during the American Civil War in the 1860s and the park was expanded to its current size in 1873 After a period of decline in the early 20th century Robert Moses started a program to clean up Central Park Another decline in the late 20th century spurred the creation of the Central Park Conservancy in 1980 which refurbished many parts of the park during the 1980s and 1990s Central Park was designated a National Historic Landmark by the US Department of the Interior in 1963 which in April 2017 placed it on the tentative list for UNESCO World Heritage sites The park managed for decades by the New York City Department of Parks and Recreation is currently managed by the Central Park Conservancy under contract with the municipal government in a publicprivate partnership The Conservancy is a nonprofit organization that contributes 75 percent of Central Parks 65 million annual budget and is responsible for all basic care of the 843acre park
Fort Tryon Park,Community Park,Manhattan,10040,-73.932204,40.86236,4565 Broadway,Fort Tryon Park is a public park located in the Hudson Heights and Inwood neighborhoods of the borough of Manhattan in New York City The 67 acres 27 ha park is situated on a ridge in Upper Manhattan with a commanding view of the Hudson River the George Washington Bridge the New Jersey Palisades Washington Heights Inwood The Bronx and the Harlem River It extends from Margaret Corbin Circle in the south to Riverside Drive at Dyckman Street in the north and from Broadway in the east to the Henry Hudson Parkway in the west The main entrance to the park is at Margaret Corbin Circle at the intersection of Fort Washington Avenue and Cabrini Boulevard The area was known by the name Chquaesgeck by the local Lenape tribe and was called Lange Bergh Long Hill by Dutch settlers until late in the 17th century It was the location where the Battle of Fort Washington was fought in the American Revolutionary War but it was and remained sparsely populated By the turn of the 20th century it was the location of large country estates The park was the creation of philanthropist John D Rockefeller Jr who bought up several of the estates beginning in 1917 in order to create it He engaged the Olmsted Brothers firm formed by the sons of Frederick Law Olmsted stepbrothers John Charles Olmsted and Frederick Law Olmsted Jr to design the park and gave it to the city in 1931 James W Dawson created the planting plan The park was completed in 1935Rockefeller also bought sculptor George Gray Barnards collection of medieval art and gave to the Metropolitan Museum of Art which from 1934 to 1939 built The Cloisters in Fort Tryon Park to house it The Cloisters which was designed by Charles Collens incorporates several medieval buildings that were purchased in Europe brought to the United States and reassembled often stone by stone It is home to the Unicorn Tapestries The park is built on a formation of Manhattan schist and contains interesting examples of igneous intrusions and of glacial striations from the last Ice Age The lower lying regions to the east and north of the park are built on Inwood marble The northern boundary of the park is formed by the Dyckman Street FaultFort Tryon Park was added to the National Register of Historic Places in 1978 and was designated a New York City Scenic Landmark in 1983
Bloomingdale Park,Natural Area/Wetland/Wildlife Refuge,Staten Island,10309,-74.218556,40.533182,Bloomingdale Road,Bloomingdale Park is a 138acre 56 ha park on the South Shore of Staten Island It is located in the Princes Bay neighborhood and is bounded on the north by Ramona Avenue on the west by Bloomingdale Road on the east by Lenevar Avenue and on the south by Drumgoole Road West and the Korean War Veterans Parkway It is nearly bisected by Maguire Avenue but the avenues two spurs into the park from the north and south do not meet in the middle Beginning in February 2003 15 acres 61 ha of park were renovated and upgraded with the addition of sports fields walking and biking paths a playground and rest center at the corner of Ramona and Lenevar Avenues which serves residents in the western portion of Woodrow On the corner of Maguire Avenue and Drumgoole Road West there is also a small pond habitat which was made accessible by a footpath All the recent renovations took place to east of Maguire Avenue and west of there remains untouched woodlands It is also the birth place of my park legend Frank who has built a 20 year career as a sharpshooter This man has built a legacy and a bond between the young boys of Tottenville Highschools 2018 Graduating Class Some say that frank has passed the torch to Senior Michael Riccardelli Bloomingdale Park was also the name of a public park in Manhattan in the 1800s It was located in the Kips Bay neighborhood at 31st Street and First Avenue on land now occupied by the New York University Medical Center close to 407419N 739748W 407419 739748 It was on that site that the first international cricket match was held between teams representing the United States and Canada in the early fall of 1844 
East River Esplanade,Parkway,Manhattan,,-73.936332,40.78964,,The East River Greenway also called the East River Esplanade is an approximately 944milelong 1519 km foreshoreway for walking or cycling on the east side of the island of Manhattan on the East River It is part of the Manhattan Waterfront Greenway The largest portions are operated by the New York City Department of Parks and Recreation It is separated from motor traffic and many sections also separate pedestrians from cyclists The greenway is parallel to the Franklin D Roosevelt East River Drive for a majority of its length Parts of the greenway were built at different times Most of the greenway was built in the 1930 to 1950s in conjunction with the nearby FDR Drive with exceptions Waterside Plaza 1973 East River Waterfront Late 1990s Stuyvesant Cove 2002 United Nations portion under construction 201524
St. Nicholas Park,Neighborhood Park,Manhattan,10031,-73.948819,40.817271,48 St Nicholas Avenue,Saint Nicholas Park is a New York City public park located in Harlem at the intersection of Manhattan neighborhoods Hamilton Heights and Manhattanville The nearly 23acre 93000 m2 park is contained by 141st Street to the north 128th Street to the south St Nicholas Terrace to the west and St Nicholas Avenue to the east
Mount Loretto Unique Area,Unique Area,Staten Island,10309,-74.217678,40.506159,Hylan Boulevard,Mount Loretto Unique Area is an open space reserve and nature preserve administered by the New York State Department of Environmental Conservation on Staten Island New York City The areas total size is 241 acres 98 ha of which 49 acres 20 ha is underwater 
Isham Park,Park,Manhattan,10034,-73.919412,40.871605,581 West  214 Street,Isham Park is a 20acre 81000 m2 historic park located in the Inwood neighborhood of Manhattan New York City The park was created in large part through gifts to the city from the Isham family of land from the William Bradley Isham estate It sits roughly between Broadway Isham Street Seaman Avenue and West 214th and 215th StreetThe park once extended to the Harlem River but after the creation of Inwood Hill Park and the reconfiguration of area streets the boundary became for the most part Seaman Avenue although the baseball fields across the street are considered to be park of Isham Park and not Inwood Hill Park The extent of the current park now equals that of the original Isham estate The Isham mansion which originally came with the park gift was torn down in the 1940s due to its deteriorating conditionIsham Park is noted at its southern end for some exposed marble outcroppings which date from the Cambrian period This is a popular location for college geology classes to visit There is a public garden in the northeastern corner Much of the rest of the park has trees and brush growing in a rather wild manner although the center of the park at the top of the hill is a grass lawn
Great Kills Park,Park,Staten Island,10306,-74.110422,40.553992,Kissam Avenue,Great Kills Park is a public park in Great Kills Staten Island New York City It is a part of the Staten Island unit of Gateway National Recreation Area Part of the National Park System it covers an area of approximately 580 acres 23 km2 of salt marsh beach and woodlands stretching along two miles 3 km of Staten Islands south shore 
Leif Ericson Park,Neighborhood Park,Brooklyn,11220,-74.015959,40.63334,,Bay Ridge is an uppermiddleclass residential neighborhood in the southwest corner of the New York City borough of Brooklyn It is bounded by Sunset Park on the north Dyker Heights on the east the Narrows and the Belt Parkway on the west and Fort Hamilton Army Base and the VerrazzanoNarrows Bridge on the south The section of Bay Ridge south of 86th Street is sometimes considered part of a subneighborhood called Fort Hamilton The entire neighborhood is served by Brooklyn Community Board 10 
Owl's Head Park,Neighborhood Park,Brooklyn,11220,-74.031997,40.639289,Colonial Road,The Sunset Park Greenway SPGW or Shore Parkway Greenway Connector is a 441 mile 710 km long signed cycle route traversing Sunset Park Brooklyn with portions running through the adjacent neighborhoods of Bay Ridge Borough Park and Kensington 
1251 Avenue of the Americas,Privately Owned Public Space,Manhattan,10020,-73.981612,40.759971,1251 Sixth Avenue,1251 Avenue of the Americas formerly known as the Exxon Building is a skyscraper on Sixth Avenue also known as Avenue of the Americas in Manhattan New York City between 49th and 50th Streets It is owned by Mitsui Fudosan The structure is built in the international style and looks like a simple cuboid devoid of any ornamentation The vertical façade consists of alternating narrow glass and limestone stripes The glass stripes are created by windows and opaque spandrels forming continuous areas that are washed by machines sliding down the façade A sevenfloor base wraps around the western portion of the building and there is a sunken plaza with a large twotier pool and fountains facing Sixth Avenue In the plaza stands the bronze statue named Out to Lunch by John Seward Johnson IIof the same series as the one standing outside the 270 Park Avenue
City Hall Park,Neighborhood Park,Manhattan,10007,-74.006157,40.712805,52 Chambers Street,City Hall Park is a public park in Civic Center Manhattan New York City 
Bryant Park,Park,Manhattan,10018,-73.983729,40.753817,5 Avenue,Bryant Park is a 9603acre 38860 m2 privately managed public park located in the New York City borough of Manhattan It is located between Fifth and Sixth Avenues and between 40th and 42nd Streets in Midtown Manhattan Although technically the Main Branch of the New York Public Library is located within the park effectively it forms the parks functional eastern boundary making Sixth Avenue the parks primary entrance Bryant Park is located entirely over an underground structure that houses the librarys stacks which were built in the 1980s when the park was closed to the public and excavated the new library facilities were built below ground level while the park was restored above it Even though it is part of the New York City Department of Parks and Recreation Bryant Park is managed by the private notforprofit organization Bryant Park Corporation The park is cited as a model for the success of publicprivate partnerships The park was redesigned in 1988 by landscape architect HannaOlin Ltd and architect Hardy Holzman Pfeiffer Associates
Wolfe's Pond Park,Natural Area/Wetland/Wildlife Refuge,Staten Island,10309,-74.193922,40.523867,285 Cornelia Avenue,Wolfes Pond Park is a large public park located on Staten Islands South Shore west by Holten Avenue on the south by Raritan Bay and on the east by Chisolm Street Luten Avenue and Cornelia Avenue which is also the main entry into the parks public areas Hylan Boulevard bisects the park and most visitors only visit the southern half of the park where Wolfes Pond for which the park is named two playgrounds and basketball and tennis courts are located as well as numerous walking and biking paths open fields and a small beach on Raritan Bay The northern inland half consists mostly of ponds and woodlands and the northeastern corner hugs Tottenville High School In 1991 and again in 2011 the dam between the beach and the pond broke draining the pond of freshwater and flooding it with saltwater killing the freshwater fish and many of the redeared slider turtlesFrom 1941 into the 1970s Robert Moses had planned to build the Wolfes Pond Parkway into the park from Richmond Parkway Between 1995 and 1998 the park was upgraded and public areas were expanded With this came the addition of the second playground on the east side of the park as well as the sports areas a new entrance to the beach and a new monument to the Battle of the Bulge Every 4th of July the park holds a fireworks show with live entertainment and food venues This popular show draws hundreds of Staten Island residents from the South Shore and elsewhere every year
Carroll Park,Playground/Sports Area,Brooklyn,11231,-73.995475,40.681098,375 Court Street,Carroll Park is a nearly 117acre 47 ha public park located in the historic Washington VillagePigtown neighborhood in southwestern Baltimore Maryland The park is bordered by Washington Boulevard to the south Monroe Street to the west Bayard Street to the east and the Mount Clare Branch of the Baltimore Terminal Subdivision railroad to the north The park also extends westward beyond the Montgomery Ward Warehouse and Retail Store to include the Carroll Park Golf Course
Highbridge Park,Neighborhood Park,Bronx,10452,-73.926789,40.842077,1345 University Avenue,Highbridge Park is located in Washington Heights on the banks of the Harlem River near the northernmost tip of the New York City borough of Manhattan between 155th Street and Dyckman Street The park is operated by the New York City Department of Parks Recreation The City maintains the southern half of the park while the northern half is maintained by the nonprofit New York Restoration ProjectProminent in the park are the Manhattan end of the restored High Bridge which was reopened in June 2015 the High Bridge Water Tower and the Highbridge Play Center
1 Dag Hammarskjold Plaza,Privately Owned Public Space,Manhattan,10017,-73.970259,40.753406,885 Second Avenue,One Dag Hammarskjöld Plaza is a highrise office building located at 885 Second Avenue in Midtown Manhattan New York City It is a 628 ft 191 m tall skyscraper It was designed by Emery Roth and developed by Lawrence Ruben It was completed in 1972 and has 49 floors It has 69675 m² of floor area and is the 102nd tallest building in New York Its main usage is office space Canada France Italy the United Kingdom Spain Chile Sweden Belgium Ireland Austria Turkey and Denmark all have their permanent missions to the United Nations located in this building It is owned by the Ruben Companies whose chief executive is Richard Ruben 
DeSalvio Playground,Playground,Manhattan,10012,-73.996112,40.721649,44 Spring Street,DeSalvio Playground is a neighborhood park located on the corner of Spring Street and Mulberry Street in NoLita in Manhattan New York CityThe playground has modular play equipment that is red white and green in honor of the Italian flag builtin stone chess tables a basketball halfcourt and benches
Shooters Island,Nature Area,Staten Island,10303,-74.15844,40.642699,Newark Avenue,Shooters Island is a 43acre 17 ha uninhabited island at the southern end of Newark Bay along the north shore of Staten Island The boundary between the states of New York and New Jersey runs through the island with a small portion on the north end of the island belonging to the cities of Bayonne and Elizabeth in New Jersey and the rest being part of the borough of Staten Island in New York City
Jackie Robinson Park,Neighborhood Park,Manhattan,10039,-73.94113,40.826585,319 West 145 Street,Jackie Robinson Park is a public park in the Harlem neighborhood of Manhattan in New York City New York The approximately 13acre 53 ha park is bounded by Bradhurst Avenue 155th Street Edgecombe Avenue and 145th Street The park has baseball fields playgrounds bathrooms basketball courts volleyball courts a recreation center bandshell pool and WiFi hotspots
Hell's Kitchen Park,Neighborhood Park,Manhattan,10036,-73.992583,40.762968,670 10 Avenue,Hells Kitchen Park is small 058acre 023 ha park in Hells Kitchen in Manhattan New York City
Bronx Park,Park,Bronx,10458,-73.882308,40.866734,Southern Boulevard,Bronx Park laid out on 718 acres 291 km2 along the Bronx River in the Bronx New York City is the home of the New York Botanical Garden and the Bronx Zoo Bicycle paths go northwest north and east along Mosholu Parkway Bronx River Parkway and Pelham Parkway respectively The east end of Fordham Road is inside the park at an interchange with the Pelham and Bronx River Parkways and divides the park roughly in half with the Botanical Garden occupying most of the north half and the Zoo most of the south The Bronx River Parkway runs north south near the eastern edge The park is operated by the New York City Department of Parks and Recreation The East Coast Greenway travels through Bronx Park The park is bounded by Southern Boulevard Webster Avenue Burke Avenue Bronx Park East and 180th Street
University Woods,Neighborhood Park,Bronx,10468,-73.914983,40.859189,Cedar Avenue,University Woods also known as Cedar Park is a small woodland park in the University Heights neighborhood in the borough of the Bronx overlooking the Harlem River crested between Sedgwick and Cedar Avenues in New York City After having been named the citys worst park by the New Yorkers for Parks in the years 20032006 a restoration project was begun in 2008 by the Friends of the Woods organization with a 500000 grant from Mayor Michael BloombergUniversity Woods formerly British Fort 8 has a twotiered pathway and the original stone walls used by the British troops during the American Revolutionary War The main stairs now pending restoration are a popular passageway between Cedar Avenue and Sedgwick Avenue and lead further up to the Hall of Fame terrace and Bronx Community College Friends of the Woods is an organization founded by Brandy Cochrane in 2006 to rehabilitate and maintain the park Formerly a real estate professional she was drawn to the park while assessing housing in the vicinity Even though Cochrane had been a resident in the neighborhood for over four years she was stunned to discover this idyllic hideaway just blocks from her home Since that time she has been a public supporter of not only the preservation of rural areas in her neighborhood but of the value of community cohesiveness inclusiveness and assertive actions that can be taken to improve the quality of life in urban areasFriends of The Woods received 500000 from the city of New York and has set about to restore the infrastructure of University Woods They have partnered with the Parks Department The Harlem River Ecology Center the New York State Horticultural Center and many other ecologically conscious groups to make further improvements to this once abandoned woodland DJ Kool Herc who grew up near the park in the 1970s attended a block party held in 2008 in celebration of the park
Barretto Point Park,Neighborhood Park,Bronx,10474,-73.888364,40.805001,1121 Viele Avenue,Barretto Point Park is a waterfront public park on the East River located in the Hunts Point neighborhood of the Bronx Its namesake is Francis J Barretto a 19thcentury merchant and State Assemblyman who lived in the areaPrior to 1950 the Barretto Point Park site housed a sand and gravel operation and an asphalt plant Between 1954 and 1978 the placement of fill on the site increased the size of the upland In 2001 Parks acquired the property from the Citys Department of Environmental Protection The land on which the park was created was remediated and capped to make sure it was clean and safeSince 2008 Barretto Point Park has been host to a barge named The Floating Pool Lady The 20000 squarefoot vessel contains an outdoor 25meter swimming pool with a pool house locker rooms with showers bathrooms a childrens spray shower a gangplank leading to and from the barge and other amenitiesThe landscape of Barretto Point Park recalls the rustic atmosphere that once characterized Hunts Point and provides a popular outdoor gathering space for its residents Accessible by canoe the park provides views of North and South Brother Islands bird sanctuaries with plenty of history spanning three centuries 
Fulton Park,Park,Brooklyn,11213,-73.934599,40.679705,Lewis Avenue,Fulton Park is a park in BedfordStuyvesant Brooklyn New York City named after Robert Fulton who is best known for launching the first commercially successful steamboat The site on Chauncey Street was acquired by the City in 1904 for just over 300000
Travers Park,Playground,Queens,11372,-73.889477,40.754366,33-16 78 Street,Travers Park is a 2acre 8100 m2 community park and playground in Jackson Heights Queens New York City It is located between 77th and 78th Streets on the north side of 34th Avenue More than half of the park is occupied by an asphalt play area with basketball and tennis courts A childrens playground with leafandvine shaped spray shower occupies about one third of the park There are also restroom facilities handball courts a small picnic area and a bicycle rack In 2012 a segment of adjacent 78th Street was transformed in a permanent Street Plaza and the sports area of a nearby school was bought by New York City and added to the park Although Travers Park is surrounded by trees it does not have a lawn or any significant green space Travers Park is a heavily used park It is located in City Council District 25 which ranks 50th out of 51 Council Districts in the city in terms of park space according to the nonprofit group New Yorkers for Parks the only Council district in the city with less park space is on Manhattans Upper East Side near Central Park 
