Name,address,summary,long,num_ratings,zip,photo,lat,reviews,boro,rating,amenities,type,hours
Coffey Park,85 Richards Street,,-74.008472,255,11231,https://maps.googleapis.com/maps/api/place/photo?maxwidth=2700&photoreference=CmRaAAAAadzhjPED4zlFasZwG2HUV4OSNj-3zxU6c6w_q6ciGe-7oJxonhSzmPQgu_p6p1thrErWAZWEMj3WU_9jXF_TbpW1Vi_Xnw06ABGpIryXF88Wi9Vjvs_Zow4l4-Pu-blbEhDCi7CMcPdvF6_w8Z3zYDTLGhQCMQf6FFWBVnCMGdSV0hep8HhEhQ&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,40.677659," /AUTHOR: London M. /RATING: 5 /TEXT: I love this park. Always clean and peaceful. The barbecues are nice there during the summer too. /AUTHOR: Marylou Shumway /RATING: 5 /TEXT: A really nice park bathrooms are clean. Great to take the kids or just walk laps /AUTHOR: Amauris Capellan /RATING: 4 /TEXT: Pleasent park..at time too manny _Ÿê• /AUTHOR: Sara Farrell /RATING: 5 /TEXT: Great park! Lots of space for fun activities. I especially liked the comfy bench that I may or may not have dozed off on. Green grass, sweet shady trees, and lots of places to play! /AUTHOR: Deon Bailey /RATING: 5 /TEXT: We hosted a cookout for the community and it was good to see old and young come out together and enjoy fellowship with us. No violence no win for the devil. Give God the glory.",Brooklyn,4.3,,Neighborhood Park,"['Monday: 6:00 AM â€“ 1:00 AM', 'Tuesday: 6:00 AM â€“ 1:00 AM', 'Wednesday: 6:00 AM â€“ 1:00 AM', 'Thursday: 6:00 AM â€“ 1:00 AM', 'Friday: 6:00 AM â€“ 1:00 AM', 'Saturday: 6:00 AM â€“ 1:00 AM', 'Sunday: 6:00 AM â€“ 1:00 AM']"
Genesee Park,Drumgoole Road West,,-74.176154,0,10312,None Available,40.552557,None Available,Staten+Island,0,,Park,unknown
Paerdegat Basin Park,1440 Paerdegat Avenue North,,-73.907547,2,11236,None Available,40.628414, /AUTHOR: Frank Romano /RATING: 5 /TEXT: Beautiful /AUTHOR: Slimesbyjayden 3 /RATING: 5 /TEXT: ,Brooklyn,5,,Park,unknown
West Playground,2536 West Street,,-73.970071,158,11223,https://maps.googleapis.com/maps/api/place/photo?maxwidth=4032&photoreference=CmRaAAAA01BcPnTypoOOnN2K4PYSixkaxWEj8TtXMQmSPLOeSUAakPLMpYRQPi53lEeKI1VxipztMUX-9Nvt057c1veKowUaWp2FDxv3Euk6Uxzsr5ek-yGMI9yuNnMLbgcRoYH5EhAD7jDDWvz5FMQFr-anz2P-GhTAvrdhG2qAAekKdyFQZhWwvOL-DA&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,40.587084," /AUTHOR: Ilya Rutman /RATING: 5 /TEXT: It's a good place as other Brooklyn park. So, you can go there with your children, and it's really safe! /AUTHOR: Vadim Manevich /RATING: 4 /TEXT: A lot of space, great location for kids to play. /AUTHOR: Suhrob Nurullaev /RATING: 5 /TEXT: Great playground where kids can practice their Russian /AUTHOR: Dmytro Prysvitlyy /RATING: 5 /TEXT: Very suitable place for rest with children. Good playgrounds. /AUTHOR: Ali Shah /RATING: 5 /TEXT: Nice park",Brooklyn,4.4,,Neighborhood Park,"['Monday: 6:00 AM â€“ 9:00 PM', 'Tuesday: 6:00 AM â€“ 9:00 PM', 'Wednesday: 6:00 AM â€“ 9:00 PM', 'Thursday: 6:00 AM â€“ 9:00 PM', 'Friday: 6:00 AM â€“ 9:00 PM', 'Saturday: 6:00 AM â€“ 9:00 PM', 'Sunday: 6:00 AM â€“ 9:00 PM']"
Marcy Green South,153 Marcy Avenue,,-73.957427,4,11211,https://maps.googleapis.com/maps/api/place/photo?maxwidth=4160&photoreference=CmRaAAAA086MKEJ6KS3yBDYvaxTyejO2tFs8jwnVFKjKiTd-K0MeXTDeRm87qW66RUDtIa7DqSPZeDzm87T4R0C6tUK6ZUi4Z9dkpu8Sra7j1SWVIw2zV2AvKmkeHtLdW39DXsU_EhBmR-2ufJEeODwbqbrVyEnPGhRUh4CqGKRu7vg2qlvmcaMYvI3uDQ&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,40.708818, /AUTHOR: kris rodriguez /RATING: 1 /TEXT: Too many homeless people sleep in this park /AUTHOR: Keith Holliday /RATING: 3 /TEXT: Nice park near everything!! /AUTHOR: Miguel A. Hernnandez Sr. /RATING: 3 /TEXT: There's a slow down on the progress of the Marcy Green on all three spaces. /AUTHOR: Enrique Cornejo /RATING: 5 /TEXT: Excelente.,Brooklyn,3,,Park,unknown
Kissam Ave. Wetlands,Kissam Avenue,,-74.11336,10,10306,https://maps.googleapis.com/maps/api/place/photo?maxwidth=4160&photoreference=CmRaAAAAnAfRyxEfX1aiPR_x56Bi-QpOd_MDqc5BRkcUe9fAbrqb5x7VuAXrhUuLAGSlwgSJybbZhD9nR3RX9Sc7E2oklahIMEh_8ue0ScjxcFVnVk1usfhtQ9g-Biv9CBYZ-QWKEhDZZgab9iNGH9AVljw310J7GhRPZfW4SZiWF-ConatUIFlIXSPEQQ&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,40.556816, /AUTHOR: Edwin Galvez /RATING: 5 /TEXT: Great place to escape and site see. Can kayak and fish /AUTHOR: Patrick Amato /RATING: 5 /TEXT: Fantastic /AUTHOR: Jerome Felipe /RATING: 5 /TEXT: NASCAR Land $110 Million? /AUTHOR: Kurt Popp /RATING: 5 /TEXT:  _Ÿ‘ç_Ÿ‘ç_Ÿ‘ç_Ÿ‘ç /AUTHOR: DINESH KUMAR MOHAN /RATING: 5 /TEXT: ,Staten+Island,4.6,,Park,"['Monday: 8:00 AM â€“ 4:00 PM', 'Tuesday: 8:00 AM â€“ 4:00 PM', 'Wednesday: 8:00 AM â€“ 4:00 PM', 'Thursday: 8:00 AM â€“ 4:00 PM', 'Friday: 8:00 AM â€“ 4:00 PM', 'Saturday: Closed', 'Sunday: Closed']"
Daly Ave Garden,Honeywell Avenue,,-73.883484,0,10460,None Available,40.844132,None Available,Bronx,0,,Garden,unknown
Dr. Ronald McNair Park,Washington Avenue,,-73.962001,58,11225,https://maps.googleapis.com/maps/api/place/photo?maxwidth=2700&photoreference=CmRaAAAAAcGKPjfgO-CPvmaUuSkSx8AoWkYNby08Ybg5iqnY9WAPOJWIrY72YZakeZ9AdRRbApRymNP_zryOJblRztPcmAQKIRLL55nSFQViWktn3-rmNjY7gAeHiBG3UZix0XGAEhBEFiQcZnHdG3HNon9BXpFxGhTKY9qdvaGrX3tqA1cwO3tWDuILQw&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,40.670702," /AUTHOR: DeBorah Palmer /RATING: 5 /TEXT: Small beautiful cozy intimate park great for families and individuals. Nice Place to relax in the summer time. /AUTHOR: Mike Jones /RATING: 5 /TEXT: A nice quiet small park type... chess playing and mini events in the summer /AUTHOR: Reem Jordan /RATING: 5 /TEXT: I mean it a park so whatever lol /AUTHOR: Junior Francois /RATING: 5 /TEXT: Great park just to rest for a little while after jogging or taking a tour /AUTHOR: Michael Corley /RATING: 4 /TEXT: this strolling park just off Eastern Parkway is perfect for early morning or late afternoon sitting.  With Museum and Garden on Washington Ave, you've got clear scenic westward views",Brooklyn,4.4,,Neighborhood Park,"['Monday: 6:00 AM â€“ 1:00 AM', 'Tuesday: 6:00 AM â€“ 1:00 AM', 'Wednesday: 6:00 AM â€“ 1:00 AM', 'Thursday: 6:00 AM â€“ 1:00 AM', 'Friday: 6:00 AM â€“ 1:00 AM', 'Saturday: 6:00 AM â€“ 1:00 AM', 'Sunday: 6:00 AM â€“ 1:00 AM']"
Kelly Street Park,826 Kelly Street,,-73.897062,0,10459,None Available,40.818545,None Available,Bronx,0,,Park,unknown
River Garden,1086 East  180 Street,,-73.876631,22,10460,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photoreference=CmRaAAAA_3N525md4ToAB6iPOUz0Yh9yiJZe8QH8vsamCFqlFShbDv7i2AV1LcCoFXh4oyImHyIr_VPbQvS5_qVLIXt0euaoGiHq_nCbjKQtK8IW98_Xcw4zj-bc3PZEPOMoQ6KDEhC_NaC9SniMs11kQ2TQHvURGhRrgXZ7lNnbN9-4ONWhGBngNB9O2w&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,40.841951," /AUTHOR: james castro /RATING: 5 /TEXT: Good for a chill afternoon /AUTHOR: Flak the gamer /RATING: 4 /TEXT: Near Yankee Stadium it's ok to play in /AUTHOR: liv nieves /RATING: 5 /TEXT: We asked for permission to look around on a Friday evening. Bernie welcomed us and gave us an educational tour on what to plant at the current time, tips on compost and in every bird that flew around, amazing!  He also has a magnificent collection of colorful roses. He was kind enough to give us a few bunches of herbs. Great experience.  I believe this garden is open to the public Wednesdays and Saturdays. /AUTHOR: skay Talks /RATING: 3 /TEXT: Bad area,cute place /AUTHOR: Pete bland /RATING: 5 /TEXT: To Liv Nieves.   Hi I'm Peter Bland and those are my roses and not Bernie's.  7 years ago I spent 2 weeks digging up the old over grown bushes to start that rose garden. I can tell you each name of every rose bush and what company they came from and the few colors that died. Due to working 7 days a week for the past two years and a new baby my wife and  I haven't had the time to be at the garden.  It's nice you had a good time but the information you were giving about who's roses they were was wrong. Also the name of the rose you took a photo of is ""Senior Prom"" and it's a sub-zero rose bush so it can take very cold weather.",Bronx,4.1,,Park,"['Monday: 6:00 AM â€“ 9:00 PM', 'Tuesday: 6:00 AM â€“ 9:00 PM', 'Wednesday: 6:00 AM â€“ 9:00 PM', 'Thursday: 6:00 AM â€“ 9:00 PM', 'Friday: 6:00 AM â€“ 9:00 PM', 'Saturday: 6:00 AM â€“ 9:00 PM', 'Sunday: 6:00 AM â€“ 9:00 PM']"
Nolan Park,1 Governors Island,,-74.013991,0,10004,https://maps.googleapis.com/maps/api/place/photo?maxwidth=2988&photoreference=CmRaAAAAS1FTTA_2DK0_DPeXaT6JU1c2hkGBtr8aXX9CsLlR1gVi7Qmq_GIeWQZjUyop1DDYghE1X_n4UK2gKjjp1gGPilHDw44EU2GFkAPSqIYSpvzjtWbk5iAk5UlDjShWjZ7aEhBKvrvAa3zqyUiKrg4TLX4aGhThg4fL3wdD3HkFDo_V5oLJOBLZbQ&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,40.689823,None Available,Manhattan,0,,City-State Park,unknown
Will Washington Memorial Gdn,325 West  126 Street,,-73.951625,1,10027,None Available,40.811445, /AUTHOR: Alexander Munoz /RATING: 4 /TEXT: ,Manhattan,4,,Community Garden,unknown
Riverdale Park Addition,Palisade Avenue,,-73.918202,56,10471,https://maps.googleapis.com/maps/api/place/photo?maxwidth=2048&photoreference=CmRaAAAAXj8a9RRFwe-s0G3gLbb80hgB7ZPhMfD8ltK_bATo38332hu5q_LcQHyF4Oq8h66R3FjwsKV_WKszOgubTPUANMXj1b7LYt5I9WneyCjSY9Out-wJfln2BiIE8NDZH6j_EhCAecH6BPLbcW0RFJTkitB_GhS0qfJF-Juezo2dFzs1ymD8dI3ghA&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,40.8933, /AUTHOR: maritza ayala /RATING: 5 /TEXT: Perfect for a run or walk with your fur baby!!! /AUTHOR: Gara G /RATING: 5 /TEXT: So awesome.  Beautiful trails.  Peaceful.  My new home away from home /AUTHOR: Takhir Kakimov /RATING: 5 /TEXT: Nice and quite place for a walk. Close to the Hudson river. Enjoy the walking trails in the woods _Ÿ˜ƒ. /AUTHOR: Frank Cooper /RATING: 5 /TEXT: This is a beautiful Park. I love walking through this park /AUTHOR: Mary Kelly /RATING: 4 /TEXT: A nice quiet place to walk near the CV Hudson River.,Bronx,4.4,,Park,"['Monday: 6:00 AM â€“ 10:00 PM', 'Tuesday: 6:00 AM â€“ 10:00 PM', 'Wednesday: 6:00 AM â€“ 10:00 PM', 'Thursday: 6:00 AM â€“ 10:00 PM', 'Friday: 6:00 AM â€“ 10:00 PM', 'Saturday: 6:00 AM â€“ 10:00 PM', 'Sunday: 6:00 AM â€“ 10:00 PM']"
Queensbridge.Park,Queens Plaza South,,-73.947805,704,11101,https://maps.googleapis.com/maps/api/place/photo?maxwidth=2700&photoreference=CmRaAAAA22XTSxPE2u3-3O4bwLDTIkDp0ltYSZ4DLsf9ux71L9pWpzo4gowTBHfsPR2ebmaj4twYfRuel5Sf7k3o5MXSImnIKXJx8SVHuorBDJ4pySfOtv1M-_EfDnhYi3yn0pl9EhCAO2gzveUcrnpgZrP3bOPpGhQtMY_F7d2M1Jgl5WFH45QGqWWJPw&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,40.754023," /AUTHOR: Pearson Raff /RATING: 5 /TEXT: I visit this place very often with my family since we all can enjoy here. children prefer to play in the ground around the bridge and take swings. i usually prefer to sit around the riverside and just relax. i have seen people coming for the gym nearby and a few of my friends also come for the yoga classes regularly. /AUTHOR: Gulshan Meem /RATING: 5 /TEXT: The park is very peaceful and an amazing view of the river n the city. Nice place to excersize n play sports. It also has amazing designing. It also has a sense of community. Love this place. /AUTHOR: Hyekyung Kim /RATING: 5 /TEXT: I really like to go this place. Peaceful time is available always. /AUTHOR: johnny mac /RATING: 5 /TEXT: Really nice views of the East Side of Manhattan with the large swath of the East River running along it. /AUTHOR: Tania Linares G. /RATING: 5 /TEXT: wherever you are, the view is so amazing. It's the main point between Queens and Manhattan. Don't miss it!!",Queens,4.3,,Park,"['Monday: 6:00 AM â€“ 9:00 PM', 'Tuesday: 6:00 AM â€“ 9:00 PM', 'Wednesday: 6:00 AM â€“ 9:00 PM', 'Thursday: 6:00 AM â€“ 9:00 PM', 'Friday: 6:00 AM â€“ 9:00 PM', 'Saturday: 6:00 AM â€“ 9:00 PM', 'Sunday: 6:00 AM â€“ 9:00 PM']"
Pellham Bay Park,Bruckner Boulevard,,-73.82712,3788,10469,https://maps.googleapis.com/maps/api/place/photo?maxwidth=4928&photoreference=CmRaAAAAQSeShS6z1gXZJes3guUJT7R7RCk1GlmU7YWOgtwP416G2dx-1pcjx0l5wqXpzCeoVgry2Kdt3kj7QIYeEgFLpmGs90c-8Y7yWz9FCTPH3RiGurt49FLmkpQfGSAnKe_uEhDXltkKWuRHHSOxcxfGucPSGhSmN-UJDN3ogfnoM-VdaFyfPtsO2Q&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,40.858757," /AUTHOR: Andy Sanchez /RATING: 5 /TEXT: This is a great park if your looking for a forest and high earful sky with lots of beautiful big landscape. However, if your trying to get to the other side of the park (pelham bay bridge) be extra careful because the sidewalk is to small to fit and is dangerous. Cars that goes in the bridge, goes in high speed. So be sure of that, take the bus from the last stop of the 6 train, have a safe trip....goodbye /AUTHOR: Jerome Taffet /RATING: 5 /TEXT: Unbelievable park, largest in the city, big white sand beach woods marsh Long Island Sound are easily accessible. Best time of year anytime but summer. From the park to city island for seafood is less then a mile away. Been going basically since 1983. It's my place, my self safe space. Love to share on a limited basis. Anybody who'd like to I'd be glad to take them around. /AUTHOR: Mecca Dent /RATING: 3 /TEXT: Decent green areas always crowded and seems as if the park was carefully planned out. The Bronx has many parks and sitting areas and this is just along the same lines as the rest of the family parks. Location wise this park can be easily missed if you are not familiar with the area. A lot of local people populate the park making it more of a neighborhood park rather than a city park. The greenery is beautiful as are the statues and sitting areas. /AUTHOR: Colej Scoot /RATING: 5 /TEXT: Amazing park with all kind of different outdoors fun it was a great place to take the family on our little road trip. Had tons of fun and went home exhausted. What a great time. /AUTHOR: Sheridan Hinds /RATING: 5 /TEXT: It's actually super clean. It has a nice track and a big park. It is very fun there and a great place to go for a run and get your workout on",Bronx,4.4,,Park,"['Monday: 6:00 AM â€“ 10:00 PM', 'Tuesday: 6:00 AM â€“ 10:00 PM', 'Wednesday: 6:00 AM â€“ 10:00 PM', 'Thursday: 6:00 AM â€“ 10:00 PM', 'Friday: 6:00 AM â€“ 10:00 PM', 'Saturday: 6:00 AM â€“ 10:00 PM', 'Sunday: 6:00 AM â€“ 10:00 PM']"
Abingdon Square.Park,608 Hudson Street,,-74.005431,181,10014,https://maps.googleapis.com/maps/api/place/photo?maxwidth=3832&photoreference=CmRaAAAAJxgJxL8Iv5ikgArv-fSrttJ_mxBO5A5Pu9uHTYSslFOuMuG0TillT2LsQpxkhCvIVVFKOa4CScZ6oVdtMvwHuW4V48Gt0dZ_VwkrtbbA7CJuI2WMKCjepz2aA9M38WTMEhBxMSewUomPGTyj3CuZ10ZDGhSENRmpA3z6veX_Eg0i4w56cKp42A&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,40.737333," /AUTHOR: Zachary Yamaguchi /RATING: 5 /TEXT: The most beautiful Christmas tree in the City that is living and growing. The tree is lit with tiny Christmas lights only during the holiday seasons. Always simple and elegant, and it's sure beautiful. /AUTHOR: Emily Gregor /RATING: 5 /TEXT: I love this little park. It's a nice escape in the neighborhood, and I always like to come here during my lunch break. It's a well-maintained and charming spot. /AUTHOR: Phillip Hewitt /RATING: 5 /TEXT: It's nice, I saw a bunny so I'm happy /AUTHOR: Romi Koch The Go Animator /RATING: 5 /TEXT: It Was A Great Place To Hang Out /AUTHOR: Ryan D /RATING: 5 /TEXT: Beautiful. Falls colors. Clean benches. Nice place for lunch",Manhattan,4.3,,Park,"['Monday: 6:00 AM â€“ 1:00 AM', 'Tuesday: 6:00 AM â€“ 1:00 AM', 'Wednesday: 6:00 AM â€“ 1:00 AM', 'Thursday: 6:00 AM â€“ 1:00 AM', 'Friday: 6:00 AM â€“ 1:00 AM', 'Saturday: 6:00 AM â€“ 1:00 AM', 'Sunday: 6:00 AM â€“ 1:00 AM']"
Stanley M Isaacs Park,1840 1 Avenue,,-73.944626,7,10128,https://maps.googleapis.com/maps/api/place/photo?maxwidth=1365&photoreference=CmRaAAAAp6H8HOA2_n3946AJFoyLwiSiP8iEYFJfNg9A7x7kqXdgeScjjlDr_Rsq7ygSJWisPoC2kED8IrVQ6OJDlXT00rU8zfxYM0Mi9WdJenf4bilFyD0G8QXr9CofS6Y3cKcJEhDkBXQXcTuF7LCPCMoKC0nyGhQGo-LREsewORf28Rt0K_2bsYXj0Q&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,40.782724," /AUTHOR: Caring Hands Agency Inc. /RATING: 5 /TEXT: Your Program is Excellent. My Students love the opportunity you have created with Citymeals and the opportunity that they have to be a part of the give-back to the Seniors in the community. Thank you all. /AUTHOR: Da Don /RATING: 1 /TEXT: Worst place ever, avoid it at all cost!!!!!! /AUTHOR: Christine Mahmoud /RATING: 5 /TEXT: Great place to be /AUTHOR: Louis Morales /RATING: 5 /TEXT:  /AUTHOR: kwanasia elfe /RATING: 5 /TEXT: ",Manhattan,4.4,,Park,"['Monday: 8:00 AM â€“ 5:00 PM', 'Tuesday: 8:00 AM â€“ 5:00 PM', 'Wednesday: 8:00 AM â€“ 5:00 PM', 'Thursday: 8:00 AM â€“ 5:00 PM', 'Friday: 8:00 AM â€“ 5:00 PM', 'Saturday: Closed', 'Sunday: Closed']"
Long Pond Park,Adelphi Avenue,,-74.231135,10,10309,https://maps.googleapis.com/maps/api/place/photo?maxwidth=5902&photoreference=CmRaAAAAKMKlZkSexY1AT6WJVCYS0RkyDhRwQnMBIFJSPECHYjq9TMdcaqiPg_rEO1f77hxaSh8X6rQ7NK_mSVpCig5MIdnvJHJl0in0C3DLLn1GjojQ_RvIsra4t4we7YlFfq9xEhB5h-7iz8aMzgazfD54d23gGhSsa70pHr2P4ZokgNnsxNWBvjkHoQ&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,40.516035," /AUTHOR: anthony logatto /RATING: 3 /TEXT: It would be great if the parks Dept would care about enforcing the littering law in Long pond, cause it really is a nice park but since they don't it's a free-for-all there /AUTHOR: Louis Rainer /RATING: 5 /TEXT: Quiet state park grounds, with unmaintained trails. Long Pond is beautiful, but in a section of the park where it is easy to lose the trail. On most of the trails it is easy to find yourself hoping to stay on it, but it is an enjoyable, peaceful place with many deer and different species of birds and small animals /AUTHOR: Robert Fenn /RATING: 3 /TEXT: Very long /AUTHOR: nicholas quinto /RATING: 4 /TEXT: Nice place /AUTHOR: Galen Oettel /RATING: 5 /TEXT: Long Pond is one of the most beautiful places in the city",Staten+Island,4.4,,Park,unknown
One Bankers Trust Plaza,130 Liberty Street,Mandated and bonused by the now repealed Special Greenwich Street Development District New York Citys most ambitious outdoor and indoor twolevel privately owned public space network is located around and in this building occupying the full block bounded by Liberty Greenwich Albany and Washington Streets Between Liberty Street and the north face of the building are its principal public gathering spaces a substantial arcade at street level and a larger elevated plaza one level up that covers the arcade as well as a onestory building bumpout The arcade is interrupted by a large dish of water overflowing into a semicircular pool surrounded by a ledge for sining A circular cutout above the water fountain into the floor of the elevated plaza allows a shaft of sunlight to peek through and brighten the otherwise dark arcade In previous years vendors selling plants and fruits candies sunglasses and other sundries have been located near hereAccess to the elevated plaza is principally by stairwell next to the water feature One emerges with striking unobstructed views of the World Trade Center towers to the north but anticipated views of the Hudson River to the west are now blocked by the Battery Park City complex Seating is ample with four fixed treefilled square planters surrounded by benches and six stools encircling six fixed circular tables to the west and six stools surrounding five stone tables to the east Two kiosks are required and a food kiosk has been open during the summer when the elevated plaza enjoys most of its use In 1999 the owners obtained an authorization from the City Planning Commission to improve the elevated plaza by installing a glassroofed 12foot wide trellislike structure replacing existing fixed seats with individual contour seats with arms adding 13 individual planters along the plazas northern edge and two large planting beds and providing 20 polemounted and 6 buildingmounted lighting fixtures,-74.013389,,10006,https://apops.mas.org/wp-content/uploads/2018/06/130-liberty-street-fountain.jpg,40.709616,,Manhattan,,Climate ControlEscalator: Connecting Shopping Arcade to Elevated Shopping WayOther Required: 2 kiosksOther Required: Pedestrian Underpass between One Liberty Plaza and World Trade Center extending from the northwest corner of Church and Cortlandt Streets westward under Church StreetPlantingRetail FrontageSeating: Approximately 350 linear feet on planter ledgeTrees within Space: 16Water Feature: Semicircular fountain of approximately 55-foot diameter,POPS,Restricted 
Lighthouse Park,40 River Road,,-73.940703,257,10044,https://maps.googleapis.com/maps/api/place/photo?maxwidth=5184&photoreference=CmRaAAAAwJ2OgqMrTk-6uHJJAjBuqhWjJ0W_AvjpcR57KS16MvvO6nzscQyA7AZ7vw_HMA3JuROnFSFebnELMAQ1HgoOFRtj8Y_YSKmP9mBsKSlHUksf0OGrAY5rklEB2HE6UKVKEhCIO4fUvkazm1cAKYCxuvwnGhRfwSdhFCoUOOHbbGD7q6oNHmwCYw&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,40.772294," /AUTHOR: Tania Linares G. /RATING: 5 /TEXT: If I had to choose an area for living in, would be Rossevelt Island. Amazing place to have fun, walk and spend time with friends and family. Also, You can organize a picnic during spring and summertime. /AUTHOR: Fang Yuan /RATING: 5 /TEXT: Nice little park with the great view. It is very quiet and peaceful in the morning. You can see the beautiful sunset here. /AUTHOR: Jennifer Lampert /RATING: 5 /TEXT: Love this park! It's a nice addition to Roosevelt Island which has made itself into a beautiful place to walk from end to end with amazing views (any time) of the city and the upper east side in general /AUTHOR: Michelle Kaewchandee /RATING: 5 /TEXT: Beautiful park with lots of space! Great for a picnic or a walk around the island. They offer grills so you don't have to carry one, just make sure you bring your own wood/ charcoal. This park is perfect to feel like you're getting away from NY without really getting out of it. Best part is.. It's a quick train ride away! /AUTHOR: Brant Douglas /RATING: 4 /TEXT: Very relaxing place to visit and watch the waves come in.",Manhattan,4.5,,City-State Park,"['Monday: 7:00 AM â€“ 9:00 PM', 'Tuesday: 7:00 AM â€“ 9:00 PM', 'Wednesday: 7:00 AM â€“ 9:00 PM', 'Thursday: 7:00 AM â€“ 9:00 PM', 'Friday: 7:00 AM â€“ 9:00 PM', 'Saturday: 7:00 AM â€“ 9:00 PM', 'Sunday: 7:00 AM â€“ 9:00 PM']"
Garden,495 Osborn Street,,-73.905928,4884,11212,https://maps.googleapis.com/maps/api/place/photo?maxwidth=4048&photoreference=CmRaAAAAh5MfVn9lrEPFR-uc2qCeLyegYHYwOkk7pA0Ni8GdyGhClT926KOfwUaYFGbedxqosyZTChqmyCxE5F55_PBbq5zpIKLM-fRHaIL3NymvC92bCpZNKfYHXj07VgVkrOtLEhCKBgo_wyM0RWLlYfe_9CS9GhR5GqGbaI7Smlgov1dKex5lHF67hQ&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,40.659556," /AUTHOR: Aloys Wijngaards /RATING: 5 /TEXT: I loved the Brooklyn botanical gardens! I was here in early Spring, when the beautiful cherry blossoms had just kicked off. I can only imagine what the gardens must be like when there are even more flowers. The conservatory has several areas (temperate, desert, tropical) with beautiful plants. There's also a space dedicated to bonsai trees. The shop will allow you to start your own botanical garden... definitely worth a visit, it's a lovely way to balance the hectic NY concrete jungle. /AUTHOR: Aron Reyder /RATING: 5 /TEXT: Great place to come and relax. The place is clean and quiet. The sights are beautiful. There is so much to see here. Each plant it labeled with it's name and origin. There are outdoor plants which should be see at the end of the spring/ beginning of the summer. There is an indoor conservatory that houses exotic plants year round. This is well worth the price to come, relax, and see the sights. /AUTHOR: Chantelle Roberson /RATING: 3 /TEXT: My son's class was there for a field trip. It would have been nice to see more flowers in bloom. Some specimens we're blooming but they were more in the ground. It would have been nice if there were types that last year round or bloom in winter. Nice up-keep, but very ordinary. /AUTHOR: Emily M /RATING: 5 /TEXT: Brooklyn Botanic Garden was amazing. I went here many times! Recently though, I went to see the cherry blossoms, (only a few have bloomed) and got some nice shots! Also, a hawk lives nearby so I recommend bringing a camera with a long lens if you like to take pictures of birds! /AUTHOR: Sharon Ali /RATING: 5 /TEXT: Such a peaceful relaxing atmosphere. There's a couple of eateries so you can have a really good time. The conservatory was blooming. The magnolias we're in bloom and so was the daffodils. There's a newly opened section with a few benches and Boulder seating this is a welcome addition for those with issue sitting on and getting up from the lawns. It is free on Fridays 8am-12pm. It's a must visit to get away from the bustle of the city",Brooklyn,4.6,,Garden,"['Monday: Closed', 'Tuesday: 8:00 AM â€“ 6:00 PM', 'Wednesday: 8:00 AM â€“ 6:00 PM', 'Thursday: 8:00 AM â€“ 6:00 PM', 'Friday: 8:00 AM â€“ 6:00 PM', 'Saturday: 10:00 AM â€“ 6:00 PM', 'Sunday: 10:00 AM â€“ 6:00 PM']"
Pirates Cove Garden,Columbia Street,,-74.00419,1,11231,None Available,40.681387, /AUTHOR: Edercat 1 /RATING: 5 /TEXT: It's good,Brooklyn,5,,Garden,unknown
