Name,rating,num_ratings,zip,uid,address,boro,reviews,lat,website,long,photo,hours,type
Causa Festival Garden,0,0,11207,161176,784 Blake Avenue,Brooklyn,None Available,40.668411,None Available,-73.889547,None Available,unknown,Garden
Georgia Ave Garden,0,0,11207,61511,328 New Lots Avenue,Brooklyn,None Available,40.661007,None Available,-73.894441,None Available,unknown,Garden
Pirates Cove Garden,5,1,11231,193358,Columbia Street,Brooklyn, /AUTHOR: Edercat 1 /RATING: 5 /TEXT: It's good,40.681387,None Available,-74.00419,None Available,unknown,Garden
De Colores Community Yard and Cultural Center,5,5,10009,134426,313 East 8 Street,Manhattan, /AUTHOR: Gianni Simplicio /RATING: 5 /TEXT: Amazing garden. Ask for Charles. /AUTHOR: alexander hatzidakis /RATING: 5 /TEXT: Easy to find and pretty  /AUTHOR: Manuel Estevez /RATING: 5 /TEXT:  /AUTHOR: Karl BERGESEN /RATING: 5 /TEXT:  /AUTHOR: Keiji Yoshino /RATING: 5 /TEXT: ,40.72545,https://www.nycgovparks.org/,-73.979741,https://maps.googleapis.com/maps/api/place/photo?maxwidth=4032&photoreference=CmRaAAAARx3iyINErZQEJvc65owDL2ETMOKGbcrxaBdLWQgelA-32Od1R21UNCn1lnJuFJVEAFSg3pA0aT9rDl1D1mF_Ecn_j6PoTMSoBMb6y9n82ArmahPCRIOGImSiz2o7-i6dEhBCn3zA1EuZUfpUGnwaKpitGhRl1gov32OlZzgPgQ2KMsT6tAp24Q&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,unknown,Garden
Bronx River Park/Starlight Pk,4.5,30,10472,138667,1374 East 172 Street,Bronx," /AUTHOR: Delricka Locke /RATING: 5 /TEXT: Fun and safe for 👪 to go, free movies after dark by the city, in the summer. /AUTHOR: MANNY GONZO /RATING: 4 /TEXT: Great place for kids to play or take walks /AUTHOR: Jennifer Taveras /RATING: 5 /TEXT: Growing up in these parts it's nice to see that some money has been used to make a nice park for the kids to play. The park has a good layout and plenty of space for the little ones to run wild /AUTHOR: Tibou Soumare /RATING: 5 /TEXT: Good place for jogging and working out . /AUTHOR: ActiveBoysFC /RATING: 5 /TEXT: Go to park for the recreations.",40.831136,https://www.nycgovparks.org/parks/starlight-park,-73.883372,https://maps.googleapis.com/maps/api/place/photo?maxwidth=1080&photoreference=CmRaAAAAFee4Uew_F7xceiM3HUukL_fmNPMnM9Ge5K-MRTtHJCf9bsDPZRI5woc1rSn1n2wOiHgXfkrFHbssWlBLz1pfDXbWDwj9ZyfT1ITNZnKJZDGIxnrHNFQDM0EP5awvyhzQEhBS_TcuzAV5-5I1YoH5dkn_GhS0J3zmLJbtoBY6PkbN5taINrBvBA&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,unknown,Park
Jackson Forest Comm Garden,0,0,10456,171201,722 Home Street,Bronx,None Available,40.82819,None Available,-73.902651,None Available,unknown,Community Garden
Marconi Park,4.1,96,11433,82846,155-01 109 Avenue,Queens," /AUTHOR: RubyKush Georges /RATING: 5 /TEXT: Nice big park with a playground, two fields and plenty of space for bbqs, family events or a sporting game. /AUTHOR: Vejayatta Kumar /RATING: 5 /TEXT: My favorite park everyday day In the summer.. /AUTHOR: sadid hossain /RATING: 5 /TEXT: Nice soccer field /AUTHOR: Md Rahman /RATING: 4 /TEXT: NOOBAAYEET like it. /AUTHOR: Chey but WHY? /RATING: 4 /TEXT: Pretty dangerous if I'm being honest but the park itself has great things",40.693286,https://www.nycgovparks.org/parks/marconi-park,-73.795582,https://maps.googleapis.com/maps/api/place/photo?maxwidth=2592&photoreference=CmRaAAAATuAipGf09xmD-Uhc7Tgf8nkE4yOUC0nMkPObe5siFulf5F4ougoLbi8evATaXZFGyTnz6h5IqGrfBZb8ospXrWsaOVBGFMrlZSwKh9AzjLAlsaSJdwtfNyvWdVLMEl6HEhD5zlUFt3d1LYCdnRYsk0T0GhTwos1PEDi-7OYvKlD5YIB-RxnsGg&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,"['Monday: 6:00 AM – 9:00 PM', 'Tuesday: 6:00 AM – 9:00 PM', 'Wednesday: 6:00 AM – 9:00 PM', 'Thursday: 6:00 AM – 9:00 PM', 'Friday: 6:00 AM – 9:00 PM', 'Saturday: 6:00 AM – 9:00 PM', 'Sunday: 6:00 AM – 9:00 PM']",Neighborhood Park
Ft Washington Park Addition,4.6,1050,10033,121585,Riverside Drive,Manhattan," /AUTHOR: yahaira franco /RATING: 5 /TEXT: This place brings me so much great memories,  me and my high school friend had our reunion after 20th year. It wast so remarkable to see each other again and this park was the perfect place to spend such quality time. Sitting near the river, breathing the fresh air and remembering the old times was an excellent experience. This place is magical and very clean area. Totally recommend it. /AUTHOR: Andy Caba /RATING: 5 /TEXT: Love this area.  I use it to train for my marathons.  It's very convenient and you can go very far south along the Hudson River. /AUTHOR: Kristina Pfander /RATING: 5 /TEXT: Its a beautiful park. I love walking there in any season. But the spring is my favorite! /AUTHOR: Jim Tobin /RATING: 5 /TEXT: This is the place to find the Little Red Lighthouse of storybook fame. The walk is wonderful and you feel transported away from the fact that you have crossed over a highway to get there. Once there, there is nearly no bad angle from which to take a picture. If you were a fan of the book as a child, be sure to add this stop to your bucket list. /AUTHOR: Tsering Phuntsok /RATING: 4 /TEXT: Beautiful place to relax and take sun bath u can ride bike all the way from downtown battery park to this location ...",40.865998,https://www.nycgovparks.org/parks/fort-washington-park,-73.933143,https://maps.googleapis.com/maps/api/place/photo?maxwidth=1080&photoreference=CmRaAAAAthL-yhAbquZ4EPp8Yv0CEL_KVW0uGQFpXhjSY0qnCsMDLEePtYgx2IIhgfPtAdke1_TNy8-evzq-cfDOHejRdBq5CZ2UiPEGBNaNTzGLzLz8zlWiLOkFq8nv9WAeP-vlEhAxTh4SnvoiuHDlUOImrk_XGhTgnjkjeCtaXKIf8oK6jHh6yJX-gQ&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,"['Monday: 6:00 AM – 1:00 AM', 'Tuesday: 6:00 AM – 1:00 AM', 'Wednesday: 6:00 AM – 1:00 AM', 'Thursday: 6:00 AM – 1:00 AM', 'Friday: 6:00 AM – 1:00 AM', 'Saturday: 6:00 AM – 1:00 AM', 'Sunday: 6:00 AM – 1:00 AM']",Park
Roy Wilkins-Southern Qns Park,3.3,4,11434,164519,17256 Baisley Bouleva,Queens, /AUTHOR: Shiloh Obrien /RATING: 1 /TEXT: I love the pool there but the pool got me sick for my winter break and i never went back /AUTHOR: Jim Ryan /RATING: 5 /TEXT:  /AUTHOR: stephen jones /RATING: 2 /TEXT:  /AUTHOR: Coke BoyMontanna /RATING: 5 /TEXT: ,40.685211,http://sqpa.org/,-73.770006,https://maps.googleapis.com/maps/api/place/photo?maxwidth=1432&photoreference=CmRaAAAAYHI24RZzi6J7XmuxzMqJZ7pqOgGIdwUZ-fnPJ_tTPC1T60eBkYJZ7Wh4A4Exmwx5QE_SHKXYCNxCENxOJNiyF6IE_pZxwa0Xuv1XABo8T_2a1PXRdz6SbcJQadB6WJMNEhCjE2mthKrZOcApUnHVu7T6GhSk3o9NW1qEBKTv815mVODoCUUSDg&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,"['Monday: 9:00 AM – 5:00 PM', 'Tuesday: 9:00 AM – 5:00 PM', 'Wednesday: 9:00 AM – 5:00 PM', 'Thursday: 9:00 AM – 5:00 PM', 'Friday: 9:00 AM – 5:00 PM', 'Saturday: Closed', 'Sunday: Closed']",Community Park
Wave H/Perkins Botanical Grdns,4.7,787,10471,118183,675 West  252 Street,Bronx," /AUTHOR: Casmira Wildeman /RATING: 5 /TEXT: WOW it's gorgeous here! It was not crowded at all in early April. Some children but not overrun. Big enough to wander and enjoy, small enough that it's not overwhelming. Beautiful greenhouses and views. Affordable to get in ($10 each adult). Very small parking lot but we found free parking in a 2 minute walk from the entrance. /AUTHOR: poirot girl /RATING: 5 /TEXT: The best kept secret place in the Bronx!! It is the most serene ,well manicured place, the views are breathtaking with strategically placed cafe overseeing the Hudson River and the NJ palisades! The remodeled cafe is rather modern ! In a way I preferred the old  cafe with its cozy feeling, their muffins freshly baked, their soups made in house !!! But times are changing and so are places!! Still ,Wave  Hill is here to stay ,to accompany many generations in their stroll through peacefulness! /AUTHOR: Billy T /RATING: 4 /TEXT: Beautiful space over there. Because the sky was overcast and I was there for work (filming a scene for a TV series), I didn't get to see much of it. But from what I could see, it looked like a very picturesque setting. I hope to go back once the weather changes and Spring finally arrives. It's no wonder why so much filming is done there. /AUTHOR: JOSE DAVID RODRIGUEZ CANO /RATING: 5 /TEXT: Pleas come to this excellent garden to have a good time and relax, have maybe a picnic and read a book.  This place will be for your comfort with the excellent green fields, the flowers, the plants and the beautiful little fountains.  Also you have a great option to walk over long passings aside the house of this garden. Over here you can walk between the forest and just feel yourself like really in the nature with all kinds of trees and other green plants.  It is really a space for you and your body to have a time for yourself and forget about your problems or stressful things that you have maybe in your work or in your house or other places. You will recharge all your energy to later give the best of you.  100% recommend the view of the garden in front of the Hudson River. /AUTHOR: Laurel Cohen /RATING: 5 /TEXT: Such a beautiful place to spend the day, you'll feel so far from the city. Great to take a walk, you can enjoy lunch in the Cafe with views of the river, and they always have activities going on for kids. Be sure to stop by the greenhouse as well. Parking is extremely limited but you can find a spot on the neighboring residential streets.",40.900135,http://www.wavehill.org/,-73.912477,https://maps.googleapis.com/maps/api/place/photo?maxwidth=4048&photoreference=CmRaAAAAMM-KjpzFcoCN0AdR1QLqsn-BfhyjBm7Lh4QmysEf_PBrIO2X6xTjCyG7FU9F4v8XZVGjhCXCflv-1-CvDGFl0lXk7XM_6R07aLMi8gIEW2pJnyfdbfSGW2R7PgnofLUKEhDYcW7BbxVPLFC947XQCt2NGhQvTWyKjS6ITUoxPQ9p9Y9plaHjhQ&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,"['Monday: Closed', 'Tuesday: 9:00 AM – 5:30 PM', 'Wednesday: 9:00 AM – 5:30 PM', 'Thursday: 9:00 AM – 5:30 PM', 'Friday: 9:00 AM – 5:30 PM', 'Saturday: 9:00 AM – 5:30 PM', 'Sunday: 9:00 AM – 5:30 PM']",Park
Playground,4.3,108,10301,99998,Harvard Avenue,Staten+Island," /AUTHOR: Nicole Martinez /RATING: 5 /TEXT: Great park for young kids. My son is 3 1/2 and has a blast here. The park is covered in rubber, so it's a safer park option for little ones. /AUTHOR: Danielle Ruggiero /RATING: 3 /TEXT: Fairly clean decent quick play in moderate weather ...way too hot in the summer /AUTHOR: American Soldier /RATING: 3 /TEXT: Not a bad park, just full of communists and apparently named after one ! Great job knuckleheaded city administration ! We get shot at and killed to protect the lives of these obvious victims and yet you name the park after one of them ! ""Oy Vey vat. more shood yoo vant from us ?"" /AUTHOR: Omayra Miranda /RATING: 4 /TEXT: It's a nice park. I like that the entire area is covered in a protective rubber padding instead of it being just concrete. There is a bathroom available and when I entered it was well maintained.  There are trees that give some shade but not over the swings or slides and on a hot summer day those metal slides are extremely hot to the touch. Good thing they have some sprinklers for the kids to run through and cool off. /AUTHOR: Christina Bungay /RATING: 4 /TEXT: Great park my son has lots of fun there especially in the summer",40.639278,https://www.nycgovparks.org/parks/schmul-park/,-74.088771,https://maps.googleapis.com/maps/api/place/photo?maxwidth=4032&photoreference=CmRaAAAAzlC8xQImgaAp7RODFucDlnj4n3kxrT4nGf5ZcCRGDe3DRXIIsZEHvKJFtL6KfAvdSPWUSsz-WdFgNOhe_SKlSw5NdYMx4S7VDTaGa44O2ikrmD-94tewYaA50BoTtp3GEhAZg1FrvkQJdhBacjKOf5fEGhS6INLU-2hU2xnLc-ZhBOxXw0PGwg&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,"['Monday: 6:00 AM – 1:00 AM', 'Tuesday: 6:00 AM – 1:00 AM', 'Wednesday: 6:00 AM – 1:00 AM', 'Thursday: 6:00 AM – 1:00 AM', 'Friday: 6:00 AM – 1:00 AM', 'Saturday: 6:00 AM – 1:00 AM', 'Sunday: 6:00 AM – 1:00 AM']",Park
Acqueduct Lands,3.8,73,10453,62864,1810 University Avenue,Bronx, /AUTHOR: Sergio Elias Cid De Lancer /RATING: 5 /TEXT: Nice to walk in summer Time /AUTHOR: souschef 793 /RATING: 4 /TEXT: I wish they had swings & sprinklers for the kids /AUTHOR: emilrodriguezdulce@gmail.com emilrodriguezdulce@gmail.com /RATING: 4 /TEXT: Beatifull place /AUTHOR: Flor De Lis /RATING: 3 /TEXT: Walking is always good /AUTHOR: Tamjid Uchiha /RATING: 5 /TEXT: Goated,40.85081,https://www.nycgovparks.org/parks/aqueduct-walk,-73.914818,https://maps.googleapis.com/maps/api/place/photo?maxwidth=750&photoreference=CmRaAAAA9wbhRHLR00IEAIMnURMYVE-e_SJGPwJ-56POaCpDEvsVteLL94K_OagDRx_Tv3HvabKTpELINThuM4EM6VGlzEbHdLtFjTkywG85LyoW3Hk3m9PAxHsTWiQtrEMkXPTyEhC3w6dQ3-jieRvd2zjbNbTZGhRErHDGy1IM9rRFAzTIalOQ54qOUA&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,"['Monday: 6:00 AM – 10:00 PM', 'Tuesday: 6:00 AM – 10:00 PM', 'Wednesday: 6:00 AM – 10:00 PM', 'Thursday: 6:00 AM – 10:00 PM', 'Friday: 6:00 AM – 10:00 PM', 'Saturday: 6:00 AM – 10:00 PM', 'Sunday: 6:00 AM – 10:00 PM']",Park
Ogden Plimpton Playground,3.7,17,10452,42226,1365 Plimpton Avenue,Bronx," /AUTHOR: Jonathan Thaler /RATING: 5 /TEXT: Nice & Small neighborhood playground in multicultural neighborhood,  nice friendly vibe in an otherwise edgy Bronx corner close to major highways I-95 & I-87 not too far away. . . /AUTHOR: Basilio Marrero /RATING: 5 /TEXT: Good place to live. /AUTHOR: Juan C Monsalve M /RATING: 5 /TEXT: Nice /AUTHOR: Random Ness /RATING: 1 /TEXT: Dirty, feces and they liter likes its cool. /AUTHOR: Luis Manuel Rojas Paulino /RATING: 5 /TEXT: Good place",40.841962,https://www.nycgovparks.org/parks/ogden-plimpton-playground/,-73.923698,https://maps.googleapis.com/maps/api/place/photo?maxwidth=1025&photoreference=CmRaAAAArYKv1NRifEnO60tvlGQaLD2YU2lHbVMpogNrr-ND_bVZnNSKgk7eEpAFwUge3odsGfo6Srbu4uit8Np6e9kZG79FRfxSP9xjx0p8d9yQl8-f6w31oop9IwEYWw9iWOKSEhBVYjxMTzLdTHYdHzbeLNKjGhSa-1U6nfV0IlOjrTJDifKxV9rfYQ&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,unknown,Park
William Simmons Community Garden Club,4,6,11433,83329,173 Street,Queens, /AUTHOR: Alessandra Bolaji Soares /RATING: 5 /TEXT: its awesome youth and the community grow fresh fruits vegetables and etc /AUTHOR: Kristy Persaud /RATING: 3 /TEXT: Happy new York times /AUTHOR: _PH4NTOM Zer0_ /RATING: 3 /TEXT:  /AUTHOR: Amir Abbady /RATING: 5 /TEXT:  /AUTHOR: Jenifer Bennett /RATING: 5 /TEXT: ,40.701633,https://m.facebook.com/home.php,-73.783033,https://maps.googleapis.com/maps/api/place/photo?maxwidth=1152&photoreference=CmRaAAAA0xuKNuRHxae-u2ZKZagmbTA0VMHJHQSajj3IyevJF2PmlcdkYoqVxMwC4xTnyppP9zTLSiZORajCtaSGFJEHXMPDZ8ylILzL_FSxVsDyRPsxgT3r6dDCW9OAtHb-6-XCEhCnqSwguB2mjv7QBb2JUioCGhQfLllwf2wZ2vGyQMgZtzpCN9Ba5g&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,unknown,Garden
Sheltering Arms Playground,0,0,10027,160327,521 West 126 Street,Manhattan,None Available,40.815043,https://www.nycgovparks.org/parks/sheltering-arms-park/,-73.95586,https://maps.googleapis.com/maps/api/place/photo?maxwidth=5568&photoreference=CmRaAAAAt6ZNxaQTadN2YhIyK1Y-yAt_EAoCOwAPyv-nC20hn6DZsTBj4HzyMYP5E2fzTv7_J1IB0dCBU2Xd-z780chcr0BkYdMwCAJuqODAO4D0KTOD9-x0Vs75hoW7yyqbnvwlEhBAt5cFsYmzDWJU8QQuHvhjGhRbbdi05cwR23fha3Gd1Xu7cWhdLg&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,"['Monday: 7:00 AM – 9:00 PM', 'Tuesday: 7:00 AM – 9:00 PM', 'Wednesday: 7:00 AM – 9:00 PM', 'Thursday: 7:00 AM – 9:00 PM', 'Friday: 7:00 AM – 9:00 PM', 'Saturday: 7:00 AM – 9:00 PM', 'Sunday: 7:00 AM – 9:00 PM']",Community Park
Reinhard E Kaltenmeier Plgd,4.2,21,10305,152905,Virginia Avenue,Staten+Island," /AUTHOR: Michael lee Weng /RATING: 4 /TEXT: Great park /AUTHOR: Maria Rosa /RATING: 5 /TEXT: I loved it. /AUTHOR: Kevin Snagg /RATING: 3 /TEXT: Cool little park for the kiddies, swings, basketball court, jungle gym as well for smaller kids 3-12 or so /AUTHOR: Jessica Statile /RATING: 4 /TEXT: Always clean not many structures for kids to play on /AUTHOR: Kayla Burgos /RATING: 5 /TEXT: Been going here since a kid",40.614693,http://www.nycgovparks.org/parks/kaltenmeier-plgd,-74.06868,https://maps.googleapis.com/maps/api/place/photo?maxwidth=1663&photoreference=CmRaAAAApp5PGuY8aOUc3FRlFErxC_nK4WtERHKZWwxdTSMl7sv7k94uJ70LhwQ6wgucxST7ljo9BEMAxH26vzqJQvxTIbGiLvHinGqPKYEt6Ms4SRIAjGVNnaL8tCaPij3L8jqwEhA2-zIwNdCNoxjJ38m96lp_GhRTR5o4pDa54PuElm1-3UylLq2euA&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,unknown,Park
Colgate Close,3.8,94,10472,77371,1445 Bruckner Boulevard,Bronx," /AUTHOR: E Martin /RATING: 4 /TEXT: It's a decent park, swings, 4 slides,  sprinkler system during the summer. Fountain works sometimes. No bathroom. /AUTHOR: Shadowslayer 145 /RATING: 5 /TEXT: Nice park. Although sometimes Noisy due to the metal scraps across the Street. /AUTHOR: mini Gemm /RATING: 4 /TEXT: It's ok doesn't feel very safe though /AUTHOR: Genesis Alvarado /RATING: 2 /TEXT: it needs a little fixing here and there. It's a nice place when there's not pot heads smoking weed in front of the children. Needs more police patrol around, too many creeps. /AUTHOR: Loraine Madeline /RATING: 3 /TEXT: Nice and spacious considering the neighborhood. Nice breeze but I think it's too close to the highway",40.824158,https://www.nycgovparks.org/parks/colgate-close/,-73.881488,https://maps.googleapis.com/maps/api/place/photo?maxwidth=1932&photoreference=CmRaAAAAj_7AmKIJ8TFFBts9dUG_uP9eZOjA6gt-Pf7tTYdHZc8AAzQceWjap6NB-3d7i8CcWGD4X2aEwh3_FXpeQIdd737Jw-rC48Q02jzK5SW5gmttMsXV9FtWVnByRlkZjhdKEhAcVZtm7dQMior6Pa9fh07HGhTWAPn9lFtULLlM1qb8x6hwJJvlzw&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,"['Monday: 6:00 AM – 10:00 PM', 'Tuesday: 6:00 AM – 10:00 PM', 'Wednesday: 6:00 AM – 10:00 PM', 'Thursday: 6:00 AM – 10:00 PM', 'Friday: 6:00 AM – 10:00 PM', 'Saturday: 6:00 AM – 10:00 PM', 'Sunday: 6:00 AM – 10:00 PM']",Neighborhood Park
The Big Park,4.1,70,10303,94390,110 Brabant Street,Staten+Island," /AUTHOR: Justice Wideman /RATING: 5 /TEXT: It was great! I grew up there in the 70's and took my children there today. We had a Fantastic time. /AUTHOR: Katon Jones /RATING: 5 /TEXT: ITS BIGGER AND BETTER THEN YOUR'S COME SEE /AUTHOR: Donald Josey /RATING: 4 /TEXT: Really nice after the renovations,fit for all ages!!! /AUTHOR: Dr. Gucci /RATING: 5 /TEXT: Hi I'm Na'eemah is this park open today or tomorrow / this is me /AUTHOR: Hectic YaBoii /RATING: 5 /TEXT: Never got to edit review because they fixed the grass and it is beautiful as ever and has made the harbor way nicer and better great job",40.63081,https://www.nycgovparks.org/parks/the-big-park,-74.164513,https://maps.googleapis.com/maps/api/place/photo?maxwidth=2704&photoreference=CmRaAAAAfZNVZrRlrK8CM-B0gNLaIEtu3p0raLtlPgmtHlF4Fefk1IVAmPp_gR2j0_C_J0Tjw1Xm9Yf38BiunredmRy9I6Pd0QOidyDhqu9UN_pCKaLtL7His8U1-Ppkiqg43gGxEhAWoCZvagd30busGoGLqSPAGhR1wNeSwVT5o1mvUOdPikYfPLIeuQ&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,"['Monday: 6:00 AM – 1:00 AM', 'Tuesday: 6:00 AM – 1:00 AM', 'Wednesday: 6:00 AM – 1:00 AM', 'Thursday: 6:00 AM – 1:00 AM', 'Friday: 6:00 AM – 1:00 AM', 'Saturday: 6:00 AM – 1:00 AM', 'Sunday: 6:00 AM – 1:00 AM']",Neighborhood Park
Brooklyn Bridge Park,4.7,14012,11201,150510,65 Plymouth Street,Brooklyn," /AUTHOR: Eli Geller /RATING: 5 /TEXT: Just an amazing park to be at in the heart of NYC... Quite a lot of place to walk or jog along the water... With enough interesting attractions for the kids as well... Could go fishing or just to relax whatever you desire... It's with an awesome view at night as well... One of my favorite spots in NYC... Lots of stores nearby as well within walking distance of the park... Pretty much a place to spend the day and grab a lunch, dinner, or a coffee nearby.... /AUTHOR: Ben Yuksel /RATING: 4 /TEXT: Truly a amazing place to take stunning shots. It's clear from the foot Mark's in the mud just how busy this place can get. I went at night and only found 2 other couples there and people are more than  welcome to take photos for you with your partner. I highly recommend going at night so no one is there. So you get a undisturbed picture. /AUTHOR: Hosh /RATING: 5 /TEXT: Best spot to see the Brooklyn bridge and the city as it's back drop. Only not so good thing is while you enjoy and walk around or sit by the rocks, there are a lot if cannabis smokers. Like lots of them. Wish it were a bit relaxing to breath fresh air! /AUTHOR: Paul Pavlinovich /RATING: 5 /TEXT: Great simple little park with places to shoot photos of the river and the bridges. Lots to see. Plenty of interesting people. Lots of good places nearby. Big grassy area and believe it or not they do enforce the keep of the rocks signs lol. Lovely policewoman who waited for me to finish my photo before asking me to move. /AUTHOR: Room Design In a Box /RATING: 5 /TEXT: This is one of my most favorite spots to go for a tranquil day alone, a romantic walk, a chill day or night at the bar on the pier, to play volleyball with friends or have fun with my son. There are new areas added all the time, with the ongoing construction and it's just a beautiful view of the city skyline! I can never get enough of it!",40.704188,http://www.brooklynbridgepark.org/,-73.990605,https://maps.googleapis.com/maps/api/place/photo?maxwidth=4000&photoreference=CmRaAAAAqjU8v6BYAKZpm1rMjlTqpQabI-3Qqy0USgpA9Bq8OE-Wag4CRev6tS_F7wRiowmYD2a6S0PPL8vQxRTDTcUmG2Gils9Pg8sGP16BP7F0knvbAypVIxVHiZ5lhTLfnxYgEhCloLIyzJPp33mOKOx85bcjGhTPyeBXpwAi90fd15wp_b3TM1ZHCA&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,"['Monday: 6:00 AM – 1:00 AM', 'Tuesday: 6:00 AM – 1:00 AM', 'Wednesday: 6:00 AM – 1:00 AM', 'Thursday: 6:00 AM – 1:00 AM', 'Friday: 6:00 AM – 1:00 AM', 'Saturday: 6:00 AM – 1:00 AM', 'Sunday: 6:00 AM – 1:00 AM']",Park
Pier 81- Circle Line,4.4,3587,10036,47547,465 12 Avenue,Manhattan," /AUTHOR: Gerrit and Stacy Smith /RATING: 4 /TEXT: Very good experience.  We had excellent views of the Statue of Liberty.  The folding chairs were a bit surprising to see on a cruise, but it was not a negative.  The cruise felt short.  They had food for sale, but the short time on the boat made me question if it was worth buying any.  The employees were nice and friendly.  The whole operation seemed to work efficiently. /AUTHOR: Wendy Spence /RATING: 5 /TEXT: This is a nice treat to see a large part of NYC. We did the Harbor Lights cruise. It was a $5 up charge if you used the C3 pass, but is included in the City Pass, and is half price for military. The guide, Andy, apparently the youngest of the guides was very good. He gave a great level of detail, and even provided some humor along the way. We went in March after daylight savings time, so we were able to experience sunset and the night settings. /AUTHOR: Anantha Krishna Reddy /RATING: 4 /TEXT: Best Cruise to visit to Statue of liberty.  The cruise ride on Hudson river is a memorable journey. The cruise is spacious with a small food court on ground floor and has an open air sitting on upstairs.  Tourists enjoy the great views of New York and Jersey cities. /AUTHOR: aradhana dalai /RATING: 5 /TEXT: I and my husband took the Best of NYC tour. It is an amazing tour. The cruise is clean and has ample seating space as well as perfect open places for photographs. The tour guide was knowledgeable and funny. It covered all major tourist attraction in Manhattan, parts of Queens, Brooklyn, Bronx and all important bridges. We got a close view of the Statue of Liberty and the cruise slowed down a bit so we can take enough selfies :P We did not realize when the 2.5 hours went by in this cruise! /AUTHOR: Martin T /RATING: 5 /TEXT: Nice cruise tour. We went on best of New York. It is worth to get on the boat. Nice view, extra photo opp for the statue of liberty and we went all around Manhattan. Take the early tour. It is not as warm as the late one but much less crowded.",40.761994,https://www.circleline.com/,-74.00313,https://maps.googleapis.com/maps/api/place/photo?maxwidth=2048&photoreference=CmRaAAAAy7RHjUYhSQxcaS4tBqk3h5m-aw4UxsCyRq4KK2RdduFUwvtzu5GxTA_xYeMnd9hyJTJ6J8HjD2_QZPIDbbSGbKFlnXULx269ypTPsH0cXRAWiO9RU_nkz9XUDgW6WrD3EhDVfTGtREVjmpqAFGXhld-rGhQNgMkoUAh-ZO3UWK2zAIYP2ZxnRg&key=AIzaSyBYcuFsV7KTFtJsVKVFcrOEhKYhqpv8V7Y,"['Monday: 9:00 AM – 7:00 PM', 'Tuesday: 9:00 AM – 7:00 PM', 'Wednesday: 9:00 AM – 7:00 PM', 'Thursday: 9:00 AM – 7:00 PM', 'Friday: 9:00 AM – 7:00 PM', 'Saturday: 9:00 AM – 7:00 PM', 'Sunday: 9:00 AM – 7:00 PM']",Park
Powell Street Livonia Garden,0,0,11212,115222,Powell Street,Brooklyn,None Available,40.663362,None Available,-73.901846,None Available,unknown,Garden
Bronx River Parkway.Park,0,0,10470,159341,4551 Bullard Avenue,Bronx,None Available,40.906161,None Available,-73.856045,None Available,unknown,Park
